entry_atr_mult,sl_atr_mult,tp_atr_mult,min_hold,max_hold,cooldown,min_sl,long_threshold,short_threshold,signal_threshold,ret,sharpe,maxdd,active_bars
0.0,1.5,3.0,12,24,3,0.01,0.6,0.4,0.1,4.197803493247977,1.3651025777016221,-0.26390266391620065,17092
0.0,1.5,3.0,12,24,3,0.01,0.55,0.45,0.05,4.197803493247977,1.3651025777016221,-0.26390266391620065,17092
0.0,1.5,3.0,12,24,3,0.01,0.65,0.35,0.15,4.197803493247977,1.3651025777016221,-0.26390266391620065,17092
0.0,1.5,3.0,12,48,3,0.01,0.6,0.4,0.1,3.9447887996362905,1.3209466053517083,-0.2805322656493169,17949
0.0,1.5,3.0,12,48,3,0.01,0.55,0.45,0.05,3.9447887996362905,1.3209466053517083,-0.2805322656493169,17949
0.0,1.5,3.0,12,48,3,0.01,0.65,0.35,0.15,3.9447887996362905,1.3209466053517083,-0.2805322656493169,17949
0.3,1.5,3.0,12,24,3,0.01,0.55,0.45,0.05,3.15395108197783,1.1966336118365382,-0.259041920191095,17092
0.3,1.5,3.0,12,24,3,0.01,0.6,0.4,0.1,3.15395108197783,1.1966336118365382,-0.259041920191095,17092
0.3,1.5,3.0,12,24,3,0.01,0.65,0.35,0.15,3.15395108197783,1.1966336118365382,-0.259041920191095,17092
0.3,1.5,3.0,12,48,3,0.01,0.65,0.35,0.15,3.078516935228601,1.1798332748336362,-0.27960204866634153,17949
0.3,1.5,3.0,12,48,3,0.01,0.6,0.4,0.1,3.078516935228601,1.1798332748336362,-0.27960204866634153,17949
0.3,1.5,3.0,12,48,3,0.01,0.55,0.45,0.05,3.078516935228601,1.1798332748336362,-0.27960204866634153,17949
0.6,1.5,3.0,12,24,3,0.01,0.55,0.45,0.05,2.9156513025341027,1.1527605179861566,-0.25439423471693845,17092
0.6,1.5,3.0,12,24,3,0.01,0.65,0.35,0.15,2.9156513025341027,1.1527605179861566,-0.25439423471693845,17092
0.6,1.5,3.0,12,24,3,0.01,0.6,0.4,0.1,2.9156513025341027,1.1527605179861566,-0.25439423471693845,17092
0.0,1.5,3.0,12,48,3,0.01,0.7,0.3,0.2,2.4356163863320375,1.1167113708802554,-0.34961343932098,15007
0.6,1.5,3.0,12,48,3,0.01,0.6,0.4,0.1,2.7422243277078944,1.1114083504338037,-0.30591515762138166,17949
0.6,1.5,3.0,12,48,3,0.01,0.55,0.45,0.05,2.7422243277078944,1.1114083504338037,-0.30591515762138166,17949
0.6,1.5,3.0,12,48,3,0.01,0.65,0.35,0.15,2.7422243277078944,1.1114083504338037,-0.30591515762138166,17949
0.0,1.5,3.0,12,24,3,0.01,0.7,0.3,0.2,2.1903681115634916,1.051769131982938,-0.2665570115364259,13725
0.3,1.5,3.0,12,48,3,0.01,0.7,0.3,0.2,1.3843732542126697,0.8018232147094267,-0.3802135499515595,15007
0.6,1.5,3.0,12,48,3,0.01,0.7,0.3,0.2,1.3763913267985735,0.8014997854548689,-0.41357165980445415,15007
0.3,1.5,3.0,12,24,3,0.01,0.7,0.3,0.2,1.0676331918606219,0.6718443611422608,-0.2950156613607185,13725
0.6,1.5,3.0,12,24,3,0.01,0.7,0.3,0.2,0.9809369933902803,0.6354488687929422,-0.2801585217306195,13725
0.0,2.5,3.0,12,48,3,0.01,0.65,0.35,0.15,1.0029243100534235,0.5749271855222016,-0.4942474005776803,18364
0.0,2.5,3.0,12,48,3,0.01,0.6,0.4,0.1,1.0029243100534235,0.5749271855222016,-0.4942474005776803,18364
0.0,2.5,3.0,12,48,3,0.01,0.55,0.45,0.05,1.0029243100534235,0.5749271855222016,-0.4942474005776803,18364
0.0,1.5,2.0,12,48,3,0.01,0.65,0.35,0.15,0.8166202023215248,0.49460373977008293,-0.3225937089224283,17621
0.0,1.5,2.0,12,48,3,0.01,0.55,0.45,0.05,0.8166202023215248,0.49460373977008293,-0.3225937089224283,17621
0.0,1.5,2.0,12,48,3,0.01,0.6,0.4,0.1,0.8166202023215248,0.49460373977008293,-0.3225937089224283,17621
0.0,2.5,3.0,4,48,3,0.01,0.7,0.3,0.2,0.6565093382601443,0.48219849710119783,-0.45299210785718164,15405
0.3,1.5,2.0,12,48,3,0.01,0.55,0.45,0.05,0.7184530413683583,0.4558017739503496,-0.3303832221903624,17621
0.3,1.5,2.0,12,48,3,0.01,0.6,0.4,0.1,0.7184530413683583,0.4558017739503496,-0.3303832221903624,17621
0.3,1.5,2.0,12,48,3,0.01,0.65,0.35,0.15,0.7184530413683583,0.4558017739503496,-0.3303832221903624,17621
0.6,1.5,2.0,12,48,3,0.01,0.65,0.35,0.15,0.6757296357413776,0.43683526923442334,-0.2882325382686101,17621
0.6,1.5,2.0,12,48,3,0.01,0.6,0.4,0.1,0.6757296357413776,0.43683526923442334,-0.2882325382686101,17621
0.6,1.5,2.0,12,48,3,0.01,0.55,0.45,0.05,0.6757296357413776,0.43683526923442334,-0.2882325382686101,17621
0.3,2.5,3.0,12,48,3,0.01,0.55,0.45,0.05,0.5041481882613974,0.34473952976185135,-0.45363892275053014,18364
0.3,2.5,3.0,12,48,3,0.01,0.65,0.35,0.15,0.5041481882613974,0.34473952976185135,-0.45363892275053014,18364
