open_time,lgbm,mamba,tcn,trend,dominance_rotation
2024-06-01 00:00:00,0.18284692440494932,0.27539976257336823,0.23595545242712637,0.15621440696906458,0.14958345362549139
2024-06-01 01:00:00,0.18288377265408584,0.2753677850593151,0.2359211218858047,0.15622943805138462,0.14959788234940977
2024-06-01 02:00:00,0.18290165436710099,0.27543227141985477,0.23583918164328568,0.15621981047492237,0.14960708209483622
2024-06-01 03:00:00,0.18291292137297724,0.2754533487475252,0.23579832138124204,0.15621966190266676,0.14961574659558868
2024-06-01 04:00:00,0.18291498451644903,0.27546403439906114,0.23579607307783454,0.15620850538925762,0.14961640261739761
2024-06-01 05:00:00,0.18291016498490056,0.2755079129152624,0.2357797433246355,0.15619708177641722,0.14960509699878435
2024-06-01 06:00:00,0.18289477563220194,0.2755525272251562,0.23579481168700078,0.15617520372189192,0.14958268173374914
2024-06-01 07:00:00,0.18290421195671724,0.2755898762209585,0.23581567758688318,0.15613989010921034,0.14955034412623072
2024-06-01 08:00:00,0.1829113817024457,0.27561004160264446,0.23583062248881764,0.15611771460797397,0.14953023959811826
2024-06-01 09:00:00,0.18291268360289442,0.2756138846471117,0.23583261423341173,0.15611415328584735,0.14952666423073482
2024-06-01 10:00:00,0.18291272405764142,0.27561635746513685,0.2358331431568263,0.15611269884357679,0.14952507647681854
2024-06-01 11:00:00,0.18291798630485667,0.2756263348978667,0.2358415318152099,0.15610046320216267,0.14951368377990393
2024-06-01 12:00:00,0.18291761373000673,0.2756390529364272,0.23584179229580665,0.1560964030471305,0.14950513799062898
2024-06-01 13:00:00,0.18294778028296588,0.27570588325276063,0.2357400575484653,0.15611950052763562,0.1494867783881725
2024-06-01 14:00:00,0.18301676931803482,0.27581903530016366,0.2355400379964265,0.15617719192962323,0.14944696545575178
2024-06-01 15:00:00,0.18304210629415446,0.2758608136918346,0.23545897892362236,0.15619852971685824,0.14943957137353037
2024-06-01 16:00:00,0.1830513871215313,0.2759068061408619,0.2354072818424405,0.1562032413762812,0.14943128351888513
2024-06-01 17:00:00,0.1830542671011502,0.275928368439682,0.23538054647137308,0.15620871209935672,0.14942810588843797
2024-06-01 18:00:00,0.18318190178996094,0.27612422512910134,0.23527745027327246,0.15604160483173796,0.14937481797592728
2024-06-01 19:00:00,0.18311252743537879,0.27629866506443235,0.23518834637653951,0.15608294426702282,0.14931751685662661
2024-06-01 20:00:00,0.18317794779160493,0.2764610548473587,0.2352723717876661,0.1559110249062299,0.14917760066714028
2024-06-01 21:00:00,0.1831683563033958,0.2765255313345538,0.23526005255269739,0.15588858235321465,0.1491574774561383
2024-06-01 22:00:00,0.18316882338978388,0.27652674775000224,0.23526065247492428,0.15588732112975098,0.1491564552555387
2024-06-01 23:00:00,0.18316502982723937,0.2765506028810798,0.2352557800518617,0.15587933205383567,0.14914925518598351
2024-06-02 00:00:00,0.1831127004026984,0.27669215303038475,0.2351885685344576,0.15583424542665614,0.14917233260580312
2024-06-02 01:00:00,0.1830942031483487,0.2767546474378933,0.23516481080076274,0.15582767760088317,0.14915866101211203
2024-06-02 02:00:00,0.1830784904411995,0.2767308970151459,0.23514462951844808,0.155859701674571,0.1491862813506355
2024-06-02 03:00:00,0.183079634944666,0.27673262698063866,0.23514609951005097,0.15585742149277512,0.14918421707186935
2024-06-02 04:00:00,0.18311188127110736,0.2767012902935574,0.235119472003858,0.15587185443724755,0.14919550199422982
2024-06-02 05:00:00,0.18312265058470975,0.2766915679542609,0.23511121070778815,0.15587646389639453,0.1491981068568467
2024-06-02 06:00:00,0.18380824453704964,0.27603558644081494,0.2345538080772399,0.15619057563666672,0.1494117853082288
2024-06-02 07:00:00,0.18389771404588248,0.2759559715748943,0.23448615748833568,0.1562206460379388,0.14943951085294882
2024-06-02 08:00:00,0.18389871037146868,0.275956978069458,0.2344870127299941,0.15621709805394102,0.1494402007751382
2024-06-02 09:00:00,0.18391784511430295,0.27593935503245903,0.2344720380287561,0.15622494811472157,0.1494458137097604
2024-06-02 10:00:00,0.18392069703632322,0.2759436113798163,0.23447565474533252,0.15621190488610667,0.14944813195242126
2024-06-02 11:00:00,0.18398079254532212,0.27594378299666433,0.23447580057212877,0.15615796102839913,0.14944166285748572
2024-06-02 12:00:00,0.1839722054452059,0.2759309036256264,0.23446485667333106,0.15619430860809633,0.14943772564774022
2024-06-02 13:00:00,0.18397601981017755,0.2759366246048952,0.23446971792144303,0.1561589982269258,0.14945863943655835
2024-06-02 14:00:00,0.18402565654549763,0.2760110723139757,0.2345329778579339,0.15605753157288818,0.1493727617097046
2024-06-02 15:00:00,0.18399233545301766,0.2759610956387734,0.23449051152366562,0.15588295528880616,0.1496731020957372
2024-06-02 16:00:00,0.1840050078125005,0.2759801022903201,0.23450666191411543,0.15585813308548518,0.14965009489757866
2024-06-02 17:00:00,0.18401589362873313,0.275976485430573,0.2345035885849194,0.1558559815892785,0.14964805076649598
2024-06-02 18:00:00,0.18401700676003743,0.27594148772362376,0.2344738502256565,0.15594711214951107,0.14962054314117118
2024-06-02 19:00:00,0.184033604857129,0.27593249883912024,0.2344662121630507,0.1559542170545488,0.14961346708615123
2024-06-02 20:00:00,0.18430573548263676,0.27577858777463415,0.2343354303796368,0.1560793173620587,0.1495009290010336
2024-06-02 21:00:00,0.18426295393937736,0.27570746649502254,0.23427499698703214,0.1560419298305262,0.14971265274804185
2024-06-02 22:00:00,0.18427517084156733,0.27570326082135443,0.2342714233290589,0.15604026330956794,0.1497098816984515
2024-06-02 23:00:00,0.18428225592638622,0.27569705107435605,0.23426614676372742,0.15604297130486122,0.14971157493066906
2024-06-03 00:00:00,0.18428411804293693,0.27569562685070176,0.23426493656802053,0.15604353988404648,0.14971177865429428
2024-06-03 01:00:00,0.1843254940900273,0.275659446980005,0.23423419369693968,0.15605972001477939,0.1497211452182487
2024-06-03 02:00:00,0.1843276123075988,0.2756607790611786,0.23423532559705432,0.1560573163734121,0.1497189666607562
2024-06-03 03:00:00,0.18488214481960308,0.2737935266000934,0.23264867808889675,0.15764083556314049,0.15103481492826631
2024-06-03 04:00:00,0.18486802619668655,0.2737726182124131,0.23263091174936637,0.15766802678836095,0.15106041705317308
2024-06-03 05:00:00,0.18486613637674795,0.27376981956213703,0.23262853367164033,0.15767164510704507,0.1510638652824296
2024-06-03 06:00:00,0.18485060542422538,0.2737468196436389,0.2326089901101062,0.15772947718854416,0.15106410763348535
2024-06-03 07:00:00,0.18484977450756696,0.2737455891321558,0.2326079445161016,0.15772875918867046,0.15106793265550533
2024-06-03 08:00:00,0.18477216261217286,0.27363065302209066,0.23251028065091317,0.15766069435755012,0.15142620935727324
2024-06-03 09:00:00,0.18477298926011626,0.27363187721199767,0.2325113208733287,0.15765915857973362,0.15142465407482364
