entry_atr_mult,sl_atr_mult,tp_atr_mult,min_hold,max_hold,cooldown,long_threshold,short_threshold,trade_direction,long_signal_threshold,short_signal_threshold,score,sharpe,total_ret,maxdd,win_rate,n_trades,n_long,n_short,short_ratio
0.3,1.0,3.0,18,24,12,0.6,0.53,short_only,0.1,0.03,0.6340464325777527,0.5840464325777527,0.1153462529720215,-0.09227689807653099,0.39473684210526316,38,0,38,1.0
0.3,1.0,3.0,18,24,12,0.63,0.53,short_only,0.13,0.03,0.6340464325777527,0.5840464325777527,0.1153462529720215,-0.09227689807653099,0.39473684210526316,38,0,38,1.0
0.3,1.0,3.0,18,24,12,0.65,0.53,short_only,0.15,0.03,0.6340464325777527,0.5840464325777527,0.1153462529720215,-0.09227689807653099,0.39473684210526316,38,0,38,1.0
0.6,1.0,3.0,18,36,12,0.58,0.53,short_only,0.08,0.03,0.6338264831935976,0.5838264831935975,0.11851962119355663,-0.09273167141623444,0.40540540540540543,37,0,37,1.0
0.6,1.0,3.0,18,36,12,0.6,0.53,short_only,0.1,0.03,0.6338264831935976,0.5838264831935975,0.11851962119355663,-0.09273167141623444,0.40540540540540543,37,0,37,1.0
0.6,1.0,3.0,18,36,12,0.63,0.53,short_only,0.13,0.03,0.6338264831935976,0.5838264831935975,0.11851962119355663,-0.09273167141623444,0.40540540540540543,37,0,37,1.0
0.6,1.0,3.0,18,36,12,0.65,0.53,short_only,0.15,0.03,0.6338264831935976,0.5838264831935975,0.11851962119355663,-0.09273167141623444,0.40540540540540543,37,0,37,1.0
0.9,1.0,2.5,18,24,3,0.58,0.53,short_only,0.08,0.03,0.6278775432565553,0.5778775432565553,0.11876310369850795,-0.07869510758305841,0.391304347826087,46,0,46,1.0
0.9,1.0,2.5,18,24,3,0.6,0.53,short_only,0.1,0.03,0.6278775432565553,0.5778775432565553,0.11876310369850795,-0.07869510758305841,0.391304347826087,46,0,46,1.0
0.9,1.0,2.5,18,24,3,0.63,0.53,short_only,0.13,0.03,0.6278775432565553,0.5778775432565553,0.11876310369850795,-0.07869510758305841,0.391304347826087,46,0,46,1.0
0.9,1.0,2.5,18,24,3,0.65,0.53,short_only,0.15,0.03,0.6278775432565553,0.5778775432565553,0.11876310369850795,-0.07869510758305841,0.391304347826087,46,0,46,1.0
0.6,1.0,3.5,18,48,3,0.58,0.53,short_only,0.08,0.03,0.6261598726656638,0.5761598726656637,0.12807688526138916,-0.07613138303488182,0.4358974358974359,39,0,39,1.0
0.6,1.0,3.5,18,48,3,0.6,0.53,short_only,0.1,0.03,0.6261598726656638,0.5761598726656637,0.12807688526138916,-0.07613138303488182,0.4358974358974359,39,0,39,1.0
0.6,1.0,3.5,18,48,3,0.63,0.53,short_only,0.13,0.03,0.6261598726656638,0.5761598726656637,0.12807688526138916,-0.07613138303488182,0.4358974358974359,39,0,39,1.0
0.6,1.0,3.5,18,48,3,0.65,0.53,short_only,0.15,0.03,0.6261598726656638,0.5761598726656637,0.12807688526138916,-0.07613138303488182,0.4358974358974359,39,0,39,1.0
0.9,1.0,3.0,18,24,12,0.58,0.53,short_only,0.08,0.03,0.6242659981104003,0.5742659981104002,0.11263679375867786,-0.09273167141623061,0.39473684210526316,38,0,38,1.0
0.9,1.0,3.0,18,24,12,0.6,0.53,short_only,0.1,0.03,0.6242659981104003,0.5742659981104002,0.11263679375867786,-0.09273167141623061,0.39473684210526316,38,0,38,1.0
0.9,1.0,3.0,18,24,12,0.63,0.53,short_only,0.13,0.03,0.6242659981104003,0.5742659981104002,0.11263679375867786,-0.09273167141623061,0.39473684210526316,38,0,38,1.0
