entry_atr_mult,sl_atr_mult,tp_atr_mult,min_hold,max_hold,cooldown,min_sl,long_threshold,short_threshold,signal_threshold,ret,sharpe,maxdd,active_bars
0.3,1.5,3.0,12,24,3,0.01,0.7,0.3,0.2,0.010663629693313803,0.011181945119043801,-0.38607712463457167,9887
0.6,1.5,3.0,12,24,3,0.01,0.65,0.35,0.15,0.0067536198548106,0.007178344446530977,-0.38043528807984944,9887
0.6,1.5,3.0,12,24,3,0.01,0.55,0.45,0.05,0.0067536198548106,0.007178344446530977,-0.38043528807984944,9887
0.6,1.5,3.0,12,24,3,0.01,0.7,0.3,0.2,0.0067536198548106,0.007178344446530977,-0.38043528807984944,9887
0.6,1.5,3.0,12,24,3,0.01,0.6,0.4,0.1,0.0067536198548106,0.007178344446530977,-0.38043528807984944,9887
0.3,1.5,2.0,4,48,3,0.01,0.65,0.35,0.15,-0.001909828920906964,-0.0024274666523494987,-0.40437830344283865,8607
0.3,1.5,2.0,4,48,3,0.01,0.6,0.4,0.1,-0.001909828920906964,-0.0024274666523494987,-0.40437830344283865,8607
0.3,1.5,2.0,4,48,3,0.01,0.7,0.3,0.2,-0.001909828920906964,-0.0024274666523494987,-0.40437830344283865,8607
0.3,1.5,2.0,4,48,3,0.01,0.55,0.45,0.05,-0.001909828920906964,-0.0024274666523494987,-0.40437830344283865,8607
0.0,1.5,2.0,12,48,3,0.01,0.6,0.4,0.1,-0.04850522295684867,-0.050086422538038654,-0.38580920447788924,10050
0.0,1.5,2.0,12,48,3,0.01,0.65,0.35,0.15,-0.04850522295684867,-0.050086422538038654,-0.38580920447788924,10050
0.0,1.5,2.0,12,48,3,0.01,0.7,0.3,0.2,-0.04850522295684867,-0.050086422538038654,-0.38580920447788924,10050
0.0,1.5,2.0,12,48,3,0.01,0.55,0.45,0.05,-0.04850522295684867,-0.050086422538038654,-0.38580920447788924,10050
0.6,1.5,3.0,12,48,3,0.01,0.6,0.4,0.1,-0.06570905487961809,-0.07120235425660136,-0.34659094704310495,10835
0.6,1.5,3.0,12,48,3,0.01,0.7,0.3,0.2,-0.06570905487961809,-0.07120235425660136,-0.34659094704310495,10835
0.6,1.5,3.0,12,48,3,0.01,0.55,0.45,0.05,-0.06570905487961809,-0.07120235425660136,-0.34659094704310495,10835
0.6,1.5,3.0,12,48,3,0.01,0.65,0.35,0.15,-0.06570905487961809,-0.07120235425660136,-0.34659094704310495,10835
0.3,1.5,3.0,12,48,3,0.01,0.7,0.3,0.2,-0.09323934507199183,-0.10163695798789608,-0.3634346265445784,10835
0.3,1.5,3.0,12,48,3,0.01,0.6,0.4,0.1,-0.09323934507199183,-0.10163695798789608,-0.3634346265445784,10835
0.3,1.5,3.0,12,48,3,0.01,0.55,0.45,0.05,-0.09323934507199183,-0.10163695798789608,-0.3634346265445784,10835
0.3,1.5,3.0,12,48,3,0.01,0.65,0.35,0.15,-0.09323934507199183,-0.10163695798789608,-0.3634346265445784,10835
0.0,1.5,2.0,4,24,3,0.01,0.6,0.4,0.1,-0.09306889260448403,-0.11934154461595375,-0.48659892649849756,8043
0.0,1.5,2.0,4,24,3,0.01,0.7,0.3,0.2,-0.09306889260448403,-0.11934154461595375,-0.48659892649849756,8043
0.0,1.5,2.0,4,24,3,0.01,0.55,0.45,0.05,-0.09306889260448403,-0.11934154461595375,-0.48659892649849756,8043
0.0,1.5,2.0,4,24,3,0.01,0.65,0.35,0.15,-0.09306889260448403,-0.11934154461595375,-0.48659892649849756,8043
0.0,1.5,3.0,4,24,3,0.01,0.7,0.3,0.2,-0.15423564762454745,-0.1981782318994525,-0.3856806241687325,8707
0.0,1.5,3.0,4,24,3,0.01,0.55,0.45,0.05,-0.15423564762454745,-0.1981782318994525,-0.3856806241687325,8707
0.0,1.5,3.0,4,24,3,0.01,0.6,0.4,0.1,-0.15423564762454745,-0.1981782318994525,-0.3856806241687325,8707
0.0,1.5,3.0,4,24,3,0.01,0.65,0.35,0.15,-0.15423564762454745,-0.1981782318994525,-0.3856806241687325,8707
0.6,1.5,2.0,12,48,3,0.01,0.55,0.45,0.05,-0.17715698241368372,-0.20468498226713708,-0.3873492137411352,10050
0.6,1.5,2.0,12,48,3,0.01,0.6,0.4,0.1,-0.17715698241368372,-0.20468498226713708,-0.3873492137411352,10050
