long_threshold,short_threshold,neutral_max,edge_margin,entry_atr_mult,sl_atr_mult,tp_atr_mult,min_hold,max_hold,cooldown,trade_direction,ret,sharpe,sortino,maxdd,n_trades,n_long,n_short,long_ratio,short_ratio,win_rate,median_net,baseline,baseline_ret,baseline_sharpe,skill_ret_delta,skill_sharpe_delta,baseline_trades,baseline_exposure
0.42,0.5,0.4,0.03,0.0,1.0,3.0,6,24,6,both,0.9027681183195619,2.216479123495081,1.7387258481549444,-0.17864106934004073,213,164,49,0.7699530516431925,0.2300469483568075,0.4413145539906103,-0.002278908889250644,always_long,0.6498036799809477,1.4014875967930567,0.25296443833861426,0.8149915267020242,378,0.6564207650273224
0.42,0.5,0.5,0.03,0.0,1.0,3.0,6,24,6,both,0.9027681183195619,2.216479123495081,1.7387258481549444,-0.17864106934004073,213,164,49,0.7699530516431925,0.2300469483568075,0.4413145539906103,-0.002278908889250644,always_long,0.6498036799809477,1.4014875967930567,0.25296443833861426,0.8149915267020242,378,0.6564207650273224
0.42,0.5,0.6,0.03,0.0,1.0,3.0,6,24,6,both,0.9027681183195619,2.216479123495081,1.7387258481549444,-0.17864106934004073,213,164,49,0.7699530516431925,0.2300469483568075,0.4413145539906103,-0.002278908889250644,always_long,0.6498036799809477,1.4014875967930567,0.25296443833861426,0.8149915267020242,378,0.6564207650273224
0.42,0.5,0.7,0.03,0.0,1.0,3.0,6,24,6,both,0.9027681183195619,2.216479123495081,1.7387258481549444,-0.17864106934004073,213,164,49,0.7699530516431925,0.2300469483568075,0.4413145539906103,-0.002278908889250644,always_long,0.6498036799809477,1.4014875967930567,0.25296443833861426,0.8149915267020242,378,0.6564207650273224
0.42,0.46,0.4,0.06,0.0,1.0,2.5,6,72,6,both,0.8718907189597989,2.1911592206942236,2.1132078647824066,-0.14132522005162668,200,109,91,0.545,0.455,0.405,-0.010499999999999982,always_long,0.5743496866303417,1.2866022939993602,0.29754103232945717,0.9045569266948634,299,0.7283697632058288
0.42,0.46,0.5,0.06,0.0,1.0,2.5,6,72,6,both,0.8718907189597989,2.1911592206942236,2.1132078647824066,-0.14132522005162668,200,109,91,0.545,0.455,0.405,-0.010499999999999982,always_long,0.5743496866303417,1.2866022939993602,0.29754103232945717,0.9045569266948634,299,0.7283697632058288
0.42,0.46,0.6,0.06,0.0,1.0,2.5,6,72,6,both,0.8718907189597989,2.1911592206942236,2.1132078647824066,-0.14132522005162668,200,109,91,0.545,0.455,0.405,-0.010499999999999982,always_long,0.5743496866303417,1.2866022939993602,0.29754103232945717,0.9045569266948634,299,0.7283697632058288
0.42,0.46,0.7,0.06,0.0,1.0,2.5,6,72,6,both,0.8718907189597989,2.1911592206942236,2.1132078647824066,-0.14132522005162668,200,109,91,0.545,0.455,0.405,-0.010499999999999982,always_long,0.5743496866303417,1.2866022939993602,0.29754103232945717,0.9045569266948634,299,0.7283697632058288
0.42,0.5,0.4,0.03,0.0,1.0,2.5,6,24,6,both,0.8415208901233671,2.1454753107921576,1.6349973585148092,-0.18659607265093178,218,167,51,0.7660550458715596,0.23394495412844038,0.44036697247706424,-0.0025436458811953317,always_long,0.41182157791349994,0.9846420281207665,0.4296993122098671,1.160833282671391,387,0.648224043715847
0.42,0.5,0.5,0.03,0.0,1.0,2.5,6,24,6,both,0.8415208901233671,2.1454753107921576,1.6349973585148092,-0.18659607265093178,218,167,51,0.7660550458715596,0.23394495412844038,0.44036697247706424,-0.0025436458811953317,always_long,0.41182157791349994,0.9846420281207665,0.4296993122098671,1.160833282671391,387,0.648224043715847
