entry_atr_mult,sl_atr_mult,tp_atr_mult,min_hold,max_hold,cooldown,trade_direction,long_threshold,short_threshold,ret,sharpe,sortino,maxdd,n_trades,n_long,n_short,win_rate,median_net,baseline,baseline_ret,baseline_sharpe,skill_ret_delta,skill_sharpe_delta,baseline_trades,baseline_exposure
0.3,2.0,1.0,12,48,6,short_only,0.63,0.37,-0.2567423654092902,-0.8673370244504233,-0.7840749105498546,-0.34877266231601467,236,0,236,0.6016949152542372,0.006094726898700886,always_short,-0.6827968059131355,-2.941839624088665,0.42605444050384533,2.074502599638242,294,0.7329234972677595
0.3,1.0,1.0,6,48,6,long_only,0.76,0.24,0.2861937077700769,0.9680777365163414,0.7214639795679062,-0.151941200695793,276,276,0,0.5652173913043478,0.0047331833526145185,always_long,-0.3187803962083431,-1.100627535420829,0.60497410397842,2.0687052719371706,426,0.6127049180327869
0.3,2.0,2.0,6,24,2,short_only,0.72,0.28,-0.19591211283987042,-0.7068091778392793,-0.72169136623958,-0.31372581179931314,269,0,269,0.48698884758364314,-0.0002891268512988951,always_short,-0.6719358195237508,-2.7737538441294216,0.4760237066838804,2.0669446662901425,414,0.8117030965391621
0.6,2.0,2.5,12,48,6,long_only,0.6799999999999999,0.32,0.902314604581953,1.86463107653977,1.8620099554408802,-0.17064207532864203,198,198,0,0.5454545454545454,0.0038073746200977397,always_long,-0.07518573985697385,-0.20008945123736424,0.9775003444389269,2.0647205277771343,238,0.7839253187613844
0.0,2.5,3.0,6,24,6,long_only,0.6,0.4,1.2636273474470623,2.3958196579730293,2.348305211005458,-0.2049478614776273,269,269,0,0.5687732342007435,0.0026701808570466137,always_long,0.1311267246256831,0.334516035102583,1.1325006228213792,2.0613036228704464,315,0.7137978142076503
0.6,2.5,3.0,6,24,3,long_only,0.6,0.4,0.9194878009910239,1.7601693270074417,1.787386370131039,-0.1888252545039304,295,295,0,0.5220338983050847,0.0008349386924080197,always_long,-0.11173079491316706,-0.2980283677270634,1.0312185959041908,2.0581976947345053,353,0.799408014571949
0.0,2.5,3.0,6,24,6,long_only,0.63,0.37,1.2292596730102003,2.39151204833992,2.3239788673717836,-0.18808089802397995,262,262,0,0.5687022900763359,0.0026105933481844978,always_long,0.1311267246256831,0.334516035102583,1.0981329483845172,2.0569960132373373,315,0.7137978142076503
0.0,2.0,2.0,6,24,6,long_only,0.58,0.42,0.9193819330203716,2.006875806901889,1.9268067440845424,-0.16721509197709922,296,296,0,0.5405405405405406,0.0021473267581093073,always_long,-0.017450874888487178,-0.04979212047522546,0.9368328079088588,2.0566679273771142,345,0.6856785063752276
0.0,1.5,1.0,6,72,3,short_only,0.72,0.28,-0.14174205545227192,-0.5179298420188477,-0.47536433106516296,-0.30856193107020896,269,0,269,0.5947955390334573,0.009822899999999947,always_short,-0.630439646576922,-2.5697714693171743,0.48869759112465005,2.0518416272983266,415,0.7641165755919854
0.6,2.0,2.5,12,48,6,long_only,0.65,0.35,0.932170621220691,1.8466272640983645,1.8620606793994816,-0.17763608124240676,206,206,0,0.5533980582524272,0.004203828120530172,always_long,-0.07518573985697385,-0.20008945123736424,1.0073563610776648,2.046716715335729,238,0.7839253187613844
0.6,2.5,2.0,6,24,6,long_only,0.58,0.42,1.0196210426101437,2.137367044800492,2.0320821181236144,-0.19679227451370504,293,293,0,0.5460750853242321,0.0021956988615566032,always_long,0.03405498012592201,0.09311537764679198,0.9855660624842217,2.0442516671537,333,0.6966074681238615
0.6,2.0,2.0,6,24,6,long_only,0.58,0.42,0.8050306708978867,1.8364542268550097,1.749890062033981,-0.16516252219350253,296,296,0,0.5371621621621622,0.0016829254345523271,always_long,-0.06761716892225167,-0.20151612327107543,0.8726478398201384,2.037970350126085,345,0.6856785063752276
0.6,1.0,1.0,6,72,6,long_only,0.58,0.42,0.1979928000211637,0.6210416833471375,0.5287713307118442,-0.171285666826641,348,348,0,0.5402298850574713,0.004689723737963489,always_long,-0.3847190786941749,-1.4072598394256488,0.5827118787153386,2.0283015227727863,421,0.6172586520947176
0.0,1.5,2.5,6,72,6,long_only,0.76,0.24,1.4125829750791041,2.904365735180503,2.921076098653048,-0.13063429099366491,183,183,0,0.5300546448087432,0.003938350341448932,always_long,0.3794298691176301,0.876723545780648,1.033153105961474,2.027642189399855,254,0.7693533697632058
