regime,tcn_ret,base_ret,skill_delta,bh_ret,tcn_sharpe,tcn_maxdd
chop,-0.0711983694311259,0.30752818839158413,-0.37872655782271003,0.005533073962311841,-0.7065211443462797,-0.20718579156344405
bull,0.14754352157880324,0.3488305033556305,-0.20128698177682725,0.5375991740046173,0.47336024626768264,-0.17285005349069216
bear,0.25406177814782804,0.010771046505821502,0.24329073164200654,-0.3285895793255368,1.6348546643255286,-0.12045150860377324
