trade_direction,entry_atr_mult,sl_atr_mult,tp_atr_mult,min_sl,min_hold,max_hold,cooldown,long_threshold,short_threshold,signal_quantile,score,sharpe,total_ret,maxdd,win_rate,n_trades,n_long,n_short
long_only,0.3,1.5,2.0,0.01,8,24,2,0.8,0.2,0.2,0.910290052210272,0.888070434962738,0.243677976200519,-0.15919101263918806,0.4896907216494845,194,194,0
long_only,0.6,2.5,3.0,0.015,4,24,3,0.85,0.15,0.15,0.909888277336013,0.8520519655738469,0.24834291829227118,-0.2089437885573549,0.5539568345323741,139,139,0
long_only,0.3,2.5,2.0,0.015,4,48,2,0.85,0.15,0.15,0.9090908405082563,0.8428324490465346,0.2608649158278671,-0.1839176589063936,0.5575221238938053,113,113,0
long_only,0.3,2.0,3.0,0.015,8,48,2,0.8,0.2,0.2,0.9086284667239708,0.8320528516242052,0.2939308841944457,-0.2034970132131579,0.5317460317460317,126,126,0
long_only,0.6,1.5,2.5,0.015,8,24,3,0.85,0.15,0.15,0.9061155918760514,0.8532115514117055,0.23166901738309686,-0.17198995223408503,0.5135135135135135,148,148,0
long_only,1.0,2.5,3.0,0.015,8,48,2,0.85,0.15,0.15,0.9052692299049288,0.8755841400814369,0.2904725376912112,-0.2582941364885982,0.5566037735849056,106,106,0
long_only,1.0,2.5,2.0,0.015,4,48,2,0.9,0.1,0.1,0.9007742405862322,0.8700654824154803,0.23785260662237273,-0.15057363317493727,0.5638297872340425,94,94,0
long_only,0.3,2.5,2.0,0.01,8,48,2,0.8,0.2,0.2,0.8973717782809731,0.8443593173769716,0.25876830354701985,-0.2148763755625244,0.5833333333333334,144,144,0
long_only,0.3,1.5,2.0,0.01,8,48,2,0.85,0.15,0.15,0.8961167980885046,0.8425972423266951,0.2237053662284645,-0.1567641026768632,0.496551724137931,145,145,0
long_only,1.0,2.5,2.0,0.015,8,48,2,0.9,0.1,0.1,0.8958089507749245,0.8651001926041726,0.23785260662237273,-0.16108492994526072,0.5638297872340425,94,94,0
long_only,0.3,2.0,3.0,0.01,4,24,2,0.85,0.15,0.15,0.8909826383415258,0.8493894303249622,0.22118662718828364,-0.18286149373354682,0.5217391304347826,161,161,0
long_only,1.0,2.5,3.0,0.01,8,24,2,0.85,0.15,0.15,0.8896682823683592,0.8403621430118916,0.23537929229850696,-0.16683325082481665,0.538961038961039,154,154,0
long_only,1.0,2.5,3.0,0.01,8,24,3,0.85,0.15,0.15,0.8882180077043264,0.8350254480361308,0.22941194370620277,-0.18132413831618932,0.5374149659863946,147,147,0
long_only,1.0,2.0,3.0,0.01,4,24,3,0.8,0.2,0.2,0.8881909879647455,0.8568896798260721,0.2345757808379212,-0.16281162738294733,0.4860335195530726,179,179,0
long_only,0.3,2.5,2.5,0.015,4,48,3,0.85,0.15,0.15,0.8854822998205496,0.8299566573292367,0.26034428615183103,-0.20796830937677066,0.5504587155963303,109,109,0
long_only,0.3,2.5,2.5,0.015,8,48,3,0.85,0.15,0.15,0.8817013126712075,0.8261756701798947,0.26034428615183103,-0.20796830937677066,0.5504587155963303,109,109,0
long_only,0.6,2.5,3.0,0.01,4,24,3,0.85,0.15,0.15,0.879933703807156,0.829491537278661,0.2190059048895523,-0.19112932127954121,0.5540540540540541,148,148,0
long_only,0.3,2.5,2.5,0.01,4,48,2,0.85,0.15,0.15,0.8788198324477607,0.8198635777596037,0.23040666400236676,-0.21456355447519607,0.5736434108527132,129,129,0
long_only,0.3,2.0,2.5,0.015,8,24,2,0.85,0.15,0.15,0.8776282026819886,0.8261593806880861,0.23163355125079965,-0.17022312729553993,0.52,150,150,0
