trade_direction,entry_atr_mult,sl_atr_mult,tp_atr_mult,min_sl,min_hold,max_hold,cooldown,long_threshold,short_threshold,signal_quantile,score,sharpe,total_ret,maxdd,win_rate,n_trades,n_long,n_short
short_only,1.0,2.0,3.0,0.015,8,48,2,0.925,0.075,0.075,0.9355605986380313,0.9379383455007898,0.24879111621289307,-0.14766074138342208,0.4931506849315068,73,0,73
both,0.6,1.5,2.5,0.015,8,24,2,0.95,0.05,0.05,0.9354936948986693,0.8684688696566304,0.24256566096621168,-0.12946654901599186,0.5038167938931297,131,50,81
long_only,0.3,1.5,2.5,0.015,4,24,2,0.8,0.2,0.2,0.9354604868573428,0.8751359971121471,0.2319913953703745,-0.20670838660864124,0.5112781954887218,133,133,0
long_only,1.0,2.0,2.0,0.01,4,48,2,0.8,0.2,0.2,0.935251358078389,0.8726726721708183,0.22620876542217894,-0.1536354853012682,0.5864661654135338,133,133,0
both,1.0,2.5,3.0,0.01,4,48,2,0.97,0.03,0.03,0.9350806683985937,0.9390108952648591,0.23077699301704957,-0.18324817165049626,0.5,74,30,44
both,0.3,1.5,2.5,0.015,8,48,2,0.85,0.15,0.15,0.9340430766616963,0.8952039065538823,0.3713501764826246,-0.21567378813624163,0.4585635359116022,181,80,101
short_only,1.0,2.5,2.5,0.01,8,48,3,0.95,0.05,0.05,0.933060899669346,0.9639140203642755,0.21269119293722838,-0.13359109881539322,0.48333333333333334,60,0,60
short_only,0.6,2.0,3.0,0.015,8,24,2,0.97,0.03,0.03,0.9327906068639362,0.9719052024128307,0.1702570312049414,-0.10591007797684018,0.4918032786885246,61,0,61
both,1.0,1.5,2.5,0.01,8,48,3,0.95,0.05,0.05,0.9326159046493697,0.8568155921049814,0.24951512669074893,-0.20055505784049596,0.45,120,52,68
long_only,0.3,2.0,2.5,0.01,8,48,3,0.9,0.1,0.1,0.9324899712532408,0.934610842819176,0.23153613384909866,-0.13665911788338272,0.5333333333333333,75,75,0
short_only,1.0,2.5,2.5,0.01,8,48,3,0.925,0.075,0.075,0.9323962792774831,0.9252541711587529,0.22765050606124282,-0.14100298114032495,0.5185185185185185,81,0,81
both,0.3,2.5,2.0,0.01,4,24,3,0.97,0.03,0.03,0.9323914868475077,0.9160403646589873,0.17863314168614752,-0.1553055521486308,0.6129032258064516,93,31,62
short_only,0.3,1.5,2.5,0.01,4,24,2,0.85,0.15,0.15,0.9323795160977407,0.8890981219899731,0.23759597317360348,-0.14905458750478753,0.4601226993865031,163,0,163
both,1.0,2.0,2.0,0.015,4,48,3,0.97,0.03,0.03,0.9321918291456335,0.9410576932754863,0.2224734930364456,-0.1662259876882878,0.5277777777777778,72,29,43
short_only,0.3,2.5,2.5,0.015,4,24,2,0.97,0.03,0.03,0.9321708958630706,0.9688330938297697,0.17330425173059005,-0.09957326916041627,0.532258064516129,62,0,62
both,1.0,1.5,2.5,0.015,4,24,3,0.925,0.075,0.075,0.9320325504678167,0.8859108632980213,0.27253631608980755,-0.15576545183576174,0.5029940119760479,167,66,101
long_only,0.6,2.0,2.0,0.015,8,24,2,0.8,0.2,0.2,0.9318227402233629,0.8676883926472903,0.24445575566668154,-0.20786998323092154,0.5538461538461539,130,130,0
short_only,0.3,1.5,2.5,0.015,4,48,2,0.925,0.075,0.075,0.9317702803777045,0.9223445672981593,0.23089704260220212,-0.12437735960326149,0.4878048780487805,82,0,82
both,0.6,2.0,2.0,0.015,8,48,3,0.95,0.05,0.05,0.9312850310908307,0.8794391899069643,0.26464845817514093,-0.16548455731016215,0.5,104,46,58
long_only,0.6,1.5,2.5,0.01,4,24,3,0.925,0.075,0.075,0.9312306019034506,0.9572247272848969,0.1694390469706617,-0.06231424114653072,0.5217391304347826,69,69,0
short_only,0.6,2.5,3.0,0.015,4,48,3,0.97,0.03,0.03,0.9308986928527679,0.9939061216758527,0.2026520844342481,-0.1519719991931468,0.47619047619047616,42,0,42
both,0.6,1.5,2.5,0.015,8,48,2,0.85,0.15,0.15,0.9308836780101117,0.886055237184243,0.36943871383669546,-0.20340956027455323,0.4585635359116022,181,80,101
long_only,0.6,2.0,2.5,0.01,4,48,3,0.95,0.05,0.05,0.9308193136535916,0.9863474683071651,0.1777825729999991,-0.12556721671317878,0.52,50,50,0
short_only,0.6,2.0,2.0,0.015,4,48,2,0.97,0.03,0.03,0.9306389576943743,0.9939022563334861,0.18703319760187798,-0.1315358699274424,0.4772727272727273,44,0,44
both,0.6,2.5,2.0,0.015,4,48,2,0.8,0.2,0.2,0.9304045431447232,0.9160859715396407,0.4106044287447028,-0.23978195844622538,0.5841584158415841,202,90,112
both,0.3,2.0,3.0,0.01,4,24,3,0.97,0.03,0.03,0.9302714284401851,0.9127459618702545,0.19035870937075994,-0.1278783485428668,0.5869565217391305,92,30,62
short_only,0.3,1.5,2.0,0.015,4,24,2,0.97,0.03,0.03,0.9296659592387376,0.961403641688132,0.1666061896754527,-0.0830588878857384,0.5606060606060606,66,0,66
short_only,0.6,2.0,3.0,0.015,8,48,3,0.925,0.075,0.075,0.9293086433774267,0.9317570362197205,0.24837418910110265,-0.14392156776183182,0.4931506849315068,73,0,73
long_only,1.0,1.5,3.0,0.015,8,48,3,0.8,0.2,0.2,0.929140718867419,0.8855746253691137,0.254465491423439,-0.1947102811830643,0.52,100,100,0
both,1.0,2.5,3.0,0.015,8,48,2,0.8,0.2,0.2,0.9277331738676556,0.9120801947688912,0.4208459904255213,-0.2767824740919307,0.5485714285714286,175,78,97
both,0.6,2.0,2.0,0.01,4,24,3,0.97,0.03,0.03,0.9267475298626533,0.9099969799496029,0.17361472214267648,-0.11362755410158336,0.6063829787234043,94,31,63
short_only,0.6,2.5,2.5,0.01,4,48,2,0.925,0.075,0.075,0.9262371520103954,0.9169111620123885,0.23036810532431629,-0.1437380747936662,0.524390243902439,82,0,82
long_only,1.0,2.0,2.0,0.015,8,24,2,0.8,0.2,0.2,0.9259303769840936,0.8642506514019991,0.24206066799973414,-0.21194103991668117,0.5307692307692308,130,130,0
long_only,0.3,2.0,2.0,0.01,8,48,2,0.85,0.15,0.15,0.925825934458974,0.8836355992394213,0.2279021063555846,-0.130798388582974,0.5392156862745098,102,102,0
long_only,0.6,1.5,2.0,0.015,8,48,2,0.9,0.1,0.1,0.9254534547876293,0.9256631267271626,0.23284498138501641,-0.1536471966947466,0.5131578947368421,76,76,0
both,0.6,2.5,3.0,0.015,4,24,2,0.925,0.075,0.075,0.9254484320026604,0.8736510690224936,0.28766577522399106,-0.1702568567615333,0.5370370370370371,162,63,99
short_only,0.3,2.0,3.0,0.015,8,24,3,0.97,0.03,0.03,0.925143811996418,0.9679171741644458,0.16900774003407126,-0.10432842366385418,0.5254237288135594,59,0,59
long_only,1.0,2.5,3.0,0.015,8,48,3,0.85,0.15,0.15,0.9247220062573165,0.9101760034874191,0.27153164137139374,-0.1368253411388185,0.5432098765432098,81,81,0
long_only,0.6,2.5,3.0,0.015,8,24,3,0.8,0.2,0.2,0.9243186371210119,0.8520890503506696,0.24355574220551168,-0.20422309032653257,0.5289256198347108,121,121,0
both,0.3,1.5,2.0,0.01,8,24,3,0.97,0.03,0.03,0.923673934187786,0.9045536238335555,0.1831020441970843,-0.13879210885898477,0.5851063829787234,94,30,64
both,0.3,2.5,3.0,0.015,8,24,2,0.95,0.05,0.05,0.9235353306226819,0.8539820430160241,0.24894643721383614,-0.1633034561414586,0.5038759689922481,129,50,79
long_only,1.0,2.0,3.0,0.015,4,24,2,0.8,0.2,0.2,0.9229860649908809,0.861908585562156,0.23091424812316186,-0.2119410399166836,0.5,128,128,0
short_only,1.0,2.5,2.5,0.01,8,48,2,0.98,0.02,0.02,0.9225180096120842,0.9979412538344716,0.16527721864567013,-0.13638717780388163,0.525,40,0,40
long_only,1.0,2.0,3.0,0.015,8,48,3,0.8,0.2,0.2,0.9223026494097237,0.8819453358160316,0.26581374919124845,-0.1932656557817324,0.5463917525773195,97,97,0
short_only,0.6,1.5,3.0,0.015,4,24,2,0.95,0.05,0.05,0.922178718628521,0.9187416002764726,0.2016473545609474,-0.12055681825785923,0.47560975609756095,82,0,82
both,1.0,1.5,2.0,0.01,8,48,2,0.97,0.03,0.03,0.9220596158593899,0.9133590688624337,0.19542096538104436,-0.16007741262672978,0.4883720930232558,86,29,57
both,0.6,1.5,3.0,0.015,4,24,3,0.95,0.05,0.05,0.922013960011695,0.8550061680477593,0.23453343935104898,-0.1251351454557762,0.5193798449612403,129,51,78
long_only,0.3,2.0,2.5,0.01,8,24,2,0.8,0.2,0.2,0.921477458895461,0.8589194856147104,0.23754550645362738,-0.17870941961347134,0.5073529411764706,136,136,0
short_only,0.6,2.0,2.5,0.015,8,48,3,0.97,0.03,0.03,0.9209758487063647,0.9876628292971767,0.18665584798882562,-0.1305238809964764,0.4523809523809524,42,0,42
both,0.6,2.5,2.5,0.01,4,48,2,0.9,0.1,0.1,0.9207911498994575,0.864548292127661,0.3188790848390193,-0.14447934928433287,0.5590062111801242,161,71,90
both,1.0,1.5,2.5,0.015,8,48,2,0.85,0.15,0.15,0.920472591985558,0.8796901909301434,0.36753573080763147,-0.21121328358785454,0.4585635359116022,181,80,101
short_only,0.3,2.0,2.5,0.015,8,48,2,0.925,0.075,0.075,0.9204529000425344,0.9190441444523567,0.241771461581898,-0.15092220435363043,0.5131578947368421,76,0,76
short_only,0.3,2.0,3.0,0.015,8,24,2,0.97,0.03,0.03,0.9202393511885316,0.9598288795231178,0.16843629125354265,-0.10794529099663261,0.5245901639344263,61,0,61
both,0.6,2.0,2.0,0.015,4,48,3,0.925,0.075,0.075,0.919974811315008,0.8496884597284554,0.28176188947552827,-0.13879436275090354,0.5333333333333333,135,56,79
long_only,0.6,2.5,2.5,0.015,8,48,3,0.8,0.2,0.2,0.919909724338016,0.8751364780176786,0.2730862682980828,-0.1557323656305638,0.5656565656565656,99,99,0
short_only,1.0,2.0,3.0,0.01,8,48,3,0.925,0.075,0.075,0.9195709608714865,0.9149518204805827,0.23192766091903882,-0.16360668277096135,0.4936708860759494,79,0,79
short_only,0.6,1.5,2.5,0.015,8,24,2,0.97,0.03,0.03,0.9195493796725622,0.9569339159572569,0.1641718383978732,-0.0900911704877506,0.5238095238095238,63,0,63
long_only,0.3,2.0,3.0,0.01,4,48,2,0.8,0.2,0.2,0.9193187626165825,0.8524607787643979,0.23501319692397638,-0.1710256615266311,0.5258620689655172,116,116,0
long_only,0.6,1.5,2.0,0.01,8,48,3,0.85,0.15,0.15,0.9188890764215998,0.880803365666843,0.21561539785303685,-0.11351188698623282,0.49504950495049505,101,101,0
short_only,1.0,1.5,3.0,0.015,4,48,2,0.97,0.03,0.03,0.9188523883694598,0.9758886001396665,0.19223151909344027,-0.12849801265352562,0.40425531914893614,47,0,47
short_only,0.6,2.5,2.5,0.01,8,48,3,0.95,0.05,0.05,0.9186363214385248,0.9500571764870155,0.20999168706567728,-0.13359109881539322,0.48333333333333334,60,0,60
long_only,0.6,1.5,2.0,0.015,8,48,2,0.8,0.2,0.2,0.9185466860702756,0.8558939503746302,0.24897133994839615,-0.1466988038469862,0.5446428571428571,112,112,0
short_only,0.3,1.5,2.0,0.01,4,48,3,0.97,0.03,0.03,0.9183606064128084,0.9667398251456419,0.15443092405725123,-0.11409589083855452,0.5344827586206896,58,0,58
long_only,0.3,2.0,2.5,0.015,8,48,2,0.85,0.15,0.15,0.9177065586461147,0.896592167957848,0.24973219678306413,-0.19364250980665987,0.5172413793103449,87,87,0
both,0.6,1.5,3.0,0.01,8,24,3,0.925,0.075,0.075,0.9173696185287369,0.8738104949980474,0.2603551184314217,-0.10194082501800311,0.49404761904761907,168,65,103
both,0.6,1.5,3.0,0.01,4,24,3,0.925,0.075,0.075,0.9173521751124525,0.8776785166310233,0.24965994065743846,-0.1019266958143466,0.47953216374269003,171,66,105
both,0.6,1.5,2.5,0.01,8,48,3,0.95,0.05,0.05,0.9173152762586071,0.8420200044497548,0.2450851809961374,-0.20005212910775186,0.45,120,52,68
long_only,1.0,2.5,2.0,0.015,4,24,2,0.8,0.2,0.2,0.917219119589133,0.856666166145947,0.233602133669369,-0.20542263039042358,0.5522388059701493,134,134,0
both,1.0,2.0,2.5,0.01,8,48,2,0.97,0.03,0.03,0.9171832539034749,0.9166897686882625,0.21116441136109532,-0.17453289397972446,0.4810126582278481,79,29,50
long_only,0.6,1.5,3.0,0.015,8,24,3,0.9,0.1,0.1,0.9163510030594482,0.9129356390595456,0.20922031662135532,-0.17437850300305097,0.5185185185185185,81,81,0
long_only,1.0,1.5,2.5,0.01,8,48,2,0.85,0.15,0.15,0.9159117434428026,0.8769231714049066,0.22859037222509904,-0.11900565195620308,0.45,100,100,0
both,1.0,1.5,2.0,0.01,4,24,3,0.925,0.075,0.075,0.9158482312613553,0.8862626129308034,0.2449613895124263,-0.09153798526918862,0.483695652173913,184,70,114
both,0.6,1.5,2.0,0.01,8,48,2,0.97,0.03,0.03,0.915831474559716,0.9075321126997353,0.19367767008905723,-0.1573039508167352,0.4883720930232558,86,29,57
long_only,1.0,2.5,2.5,0.015,4,24,2,0.8,0.2,0.2,0.9156246980236722,0.852459668202606,0.23228464519609338,-0.20542263039041758,0.5230769230769231,130,130,0
long_only,1.0,2.5,2.0,0.01,4,48,2,0.8,0.2,0.2,0.9154736849551013,0.8490649912974366,0.22755081270276944,-0.15443364546133226,0.6015625,128,128,0
long_only,1.0,2.0,2.5,0.01,4,48,2,0.925,0.075,0.075,0.9152452568113345,0.9481330302494,0.18860941215578308,-0.08499604642040226,0.5161290322580645,62,62,0
both,0.6,2.0,2.5,0.01,8,48,2,0.8,0.2,0.2,0.9150452121005963,0.9119109107692187,0.3876264043699045,-0.23221945834856828,0.5113122171945701,221,98,123
short_only,1.0,2.5,2.5,0.015,4,24,2,0.97,0.03,0.03,0.91468874311907,0.952335201001819,0.16949403067398516,-0.09909414135181531,0.5161290322580645,62,0,62
short_only,0.3,2.5,3.0,0.015,4,48,3,0.97,0.03,0.03,0.9142732968530359,0.9780505327770989,0.19919271984856324,-0.15583884329410602,0.4523809523809524,42,0,42
short_only,0.6,1.5,2.5,0.015,8,24,3,0.95,0.05,0.05,0.9142606270273697,0.9168962119824012,0.19686929235395234,-0.1111080780411929,0.5189873417721519,79,0,79
short_only,0.6,2.0,3.0,0.01,8,24,3,0.97,0.03,0.03,0.914203858493783,0.9555936485809752,0.161671742652989,-0.10294630108882379,0.5573770491803278,61,0,61
short_only,0.6,2.0,3.0,0.01,8,48,3,0.97,0.03,0.03,0.914188195895175,0.9749194789561862,0.1837112404416048,-0.15591515448019522,0.43478260869565216,46,0,46
both,0.6,2.0,2.5,0.01,4,48,2,0.97,0.03,0.03,0.9140634922933679,0.9174098099498273,0.21126662648107009,-0.2110559625505268,0.4875,80,30,50
long_only,0.3,1.5,2.0,0.01,8,24,2,0.8,0.2,0.2,0.9140137241876344,0.85811528272566,0.23627454918185165,-0.12850330281562078,0.503448275862069,145,145,0
long_only,0.6,2.0,2.5,0.01,8,48,3,0.9,0.1,0.1,0.9138942040155738,0.9171143243039884,0.2257723348939733,-0.1338597228804187,0.52,75,75,0
both,0.6,1.5,2.0,0.01,8,24,2,0.925,0.075,0.075,0.9133140861442343,0.8778512404246063,0.2633986151930383,-0.11179850129970356,0.5111111111111111,180,68,112
both,0.3,2.0,2.5,0.01,4,48,2,0.925,0.075,0.075,0.9127730081894307,0.8532531904459015,0.2813825240020591,-0.13089873588360007,0.5,150,61,89
both,0.3,1.5,3.0,0.015,8,24,2,0.9,0.1,0.1,0.9127655878569585,0.8952452989353732,0.32777165062951163,-0.22786944128689968,0.4619289340101523,197,81,116
long_only,1.0,2.0,2.0,0.01,4,48,2,0.925,0.075,0.075,0.9127257432992923,0.9499055462918358,0.17129191052209292,-0.0713996212327566,0.5806451612903226,62,62,0
long_only,0.3,1.5,2.5,0.01,8,48,3,0.8,0.2,0.2,0.9124381058163882,0.8395413993926675,0.23162988610032698,-0.12936454096560224,0.49166666666666664,120,120,0
both,1.0,1.5,2.0,0.01,8,48,3,0.9,0.1,0.1,0.9124253468302037,0.8715436035584594,0.3091923724188492,-0.16115893178644428,0.5082872928176796,181,79,102
both,1.0,1.5,2.0,0.01,8,48,3,0.98,0.02,0.02,0.9121074134089212,0.9438176568896962,0.16671006373033959,-0.13548758281328024,0.5303030303030303,66,19,47
both,0.6,2.0,3.0,0.015,8,24,3,0.95,0.05,0.05,0.9120922924003524,0.8430289943147501,0.24197263562475846,-0.13376046090484914,0.5234375,128,50,78
long_only,0.3,1.5,2.0,0.01,4,24,2,0.85,0.15,0.15,0.9113714916535992,0.8509731535287162,0.1834612112895282,-0.10720803090729031,0.5121951219512195,123,123,0
short_only,1.0,2.0,2.0,0.01,8,48,3,0.97,0.03,0.03,0.9109789643460934,0.9634837078629238,0.16372245729775692,-0.14947500149374743,0.5370370370370371,54,0,54
long_only,0.3,1.5,2.5,0.01,8,48,2,0.9,0.1,0.1,0.9103703187992472,0.9017002747460114,0.2184833624185063,-0.11148735170981525,0.46987951807228917,83,83,0
long_only,1.0,2.5,2.5,0.01,8,48,3,0.925,0.075,0.075,0.9103215552778171,0.9464130862707526,0.1963307475391105,-0.09653449035962816,0.5423728813559322,59,59,0
both,0.3,1.5,2.0,0.01,4,48,3,0.95,0.05,0.05,0.9102427460991029,0.8471840769582345,0.21090872479666856,-0.16294550616596654,0.4921875,128,54,74
short_only,0.3,2.5,2.0,0.01,8,24,2,0.95,0.05,0.05,0.9101431541719178,0.9024968767253907,0.1838931490487965,-0.11118622741238994,0.5287356321839081,87,0,87
short_only,0.6,1.5,2.0,0.01,4,24,3,0.97,0.03,0.03,0.9096393720361724,0.9482919595361334,0.141859118243445,-0.097913622416531,0.5606060606060606,66,0,66
long_only,1.0,2.0,2.5,0.01,8,48,3,0.925,0.075,0.075,0.9091127358087916,0.9414022720590988,0.19839750583367088,-0.0911127123433719,0.5245901639344263,61,61,0
both,0.6,2.0,2.0,0.01,8,48,3,0.9,0.1,0.1,0.9088310501959385,0.8587082843412402,0.3088032662629523,-0.142616975604141,0.5595238095238095,168,73,95
short_only,1.0,2.5,3.0,0.01,8,48,2,0.95,0.05,0.05,0.9086883379729054,0.9433223133101606,0.2186284612739875,-0.12972875291496097,0.47368421052631576,57,0,57
short_only,0.6,2.0,3.0,0.015,8,24,3,0.97,0.03,0.03,0.9085432290473477,0.9521983362476782,0.16565922956465062,-0.10040484903505242,0.5084745762711864,59,0,59
short_only,0.3,2.0,2.5,0.015,8,48,3,0.97,0.03,0.03,0.9084225692206701,0.9756918770902343,0.18424081203762244,-0.13442645766151734,0.42857142857142855,42,0,42
long_only,0.3,2.0,3.0,0.01,4,24,2,0.85,0.15,0.15,0.9083669423005865,0.8583950622747846,0.19370298356780347,-0.19548478568280067,0.4954954954954955,111,111,0
long_only,0.3,2.0,2.5,0.01,8,24,3,0.8,0.2,0.2,0.9080978199863953,0.8444243342663745,0.22818728651525255,-0.16786446588325804,0.5075757575757576,132,132,0
both,0.6,1.5,3.0,0.015,8,48,2,0.85,0.15,0.15,0.9078415363588319,0.8607427160356375,0.36448433323413654,-0.203824036883926,0.4576271186440678,177,81,96
both,1.0,1.5,3.0,0.015,8,24,3,0.9,0.1,0.1,0.9074878890142237,0.8939526771943829,0.3190000103420032,-0.24115554035149808,0.4791666666666667,192,80,112
long_only,0.6,1.5,2.5,0.01,4,48,2,0.85,0.15,0.15,0.9072927399382457,0.8625078889638399,0.1928955411855522,-0.09605761605693673,0.46296296296296297,108,108,0
both,1.0,2.5,2.5,0.01,4,48,2,0.9,0.1,0.1,0.907237989115149,0.8517860390568983,0.3116935895746036,-0.1400903960467776,0.5527950310559007,161,71,90
short_only,1.0,2.5,3.0,0.015,4,48,3,0.925,0.075,0.075,0.9071997348622749,0.9119148102969669,0.24487492392202936,-0.14341840290883812,0.5138888888888888,72,0,72
both,0.3,2.0,2.0,0.01,8,48,2,0.9,0.1,0.1,0.9069783366929928,0.8602620417849727,0.3166534495322475,-0.16444918409762652,0.5574712643678161,174,75,99
short_only,0.6,2.0,3.0,0.015,4,24,3,0.925,0.075,0.075,0.9069618939312013,0.8716072073270571,0.21050627488856288,-0.1871042589065598,0.5,100,0,100
long_only,1.0,1.5,3.0,0.01,8,48,2,0.8,0.2,0.2,0.906939596087431,0.8346007717814785,0.23765019144595345,-0.11667639564259787,0.48739495798319327,119,119,0
short_only,1.0,1.5,2.5,0.015,4,24,3,0.925,0.075,0.075,0.9064199059380764,0.870399571109578,0.19829350216488528,-0.15544997182506207,0.4803921568627451,102,0,102
both,0.6,2.5,2.0,0.015,4,48,3,0.95,0.05,0.05,0.9061832235058215,0.8564084219168325,0.26203446940348063,-0.17920160746048747,0.5145631067961165,103,48,55
both,0.6,2.0,3.0,0.015,8,24,3,0.9,0.1,0.1,0.9059176763418314,0.9026757445906914,0.33061719989595284,-0.2684240222379276,0.49206349206349204,189,79,110
both,1.0,2.0,2.0,0.01,4,24,2,0.97,0.03,0.03,0.9057352520492049,0.8760157365337702,0.18557322875038063,-0.1287788845575492,0.57,100,33,67
long_only,0.3,2.0,2.5,0.015,4,24,2,0.8,0.2,0.2,0.9055506741007601,0.841678168195226,0.2278637803673309,-0.2009066891990601,0.5190839694656488,131,131,0
both,0.6,2.0,2.5,0.01,4,24,3,0.97,0.03,0.03,0.9054562294650849,0.8889067514949633,0.1794298985216478,-0.1143354991036688,0.5698924731182796,93,30,63
both,1.0,1.5,3.0,0.01,8,48,3,0.97,0.03,0.03,0.9052915125095018,0.9076157479729976,0.21363041379346437,-0.1826072384836184,0.42857142857142855,77,29,48
long_only,0.3,2.5,3.0,0.015,8,48,3,0.85,0.15,0.15,0.9037889764422835,0.8905187142312944,0.26307737480063187,-0.139463381773113,0.5679012345679012,81,81,0
both,0.6,2.5,3.0,0.015,8,24,3,0.925,0.075,0.075,0.9036882100938861,0.8513198691148146,0.2762268385776301,-0.16570854670719284,0.5345911949685535,159,62,97
both,0.6,2.0,3.0,0.015,4,24,3,0.925,0.075,0.075,0.9034624774475339,0.8537065531902213,0.2779530911058228,-0.1797107520870442,0.5214723926380368,163,64,99
long_only,0.3,2.5,3.0,0.015,4,24,2,0.85,0.15,0.15,0.9033386002669108,0.8565279125736537,0.21776731307402675,-0.20676202126625445,0.5185185185185185,108,108,0
both,0.6,1.5,2.0,0.01,8,24,3,0.925,0.075,0.075,0.9032878642715708,0.8655432194643852,0.25526848183897255,-0.10452533510105952,0.49714285714285716,175,68,107
short_only,1.0,1.5,3.0,0.015,4,24,2,0.95,0.05,0.05,0.9027233903782808,0.9006439534353989,0.19561993215531093,-0.12055681825785923,0.47560975609756095,82,0,82
both,0.6,1.5,2.0,0.01,4,24,2,0.925,0.075,0.075,0.9026129315027589,0.8763945479542875,0.25035139715912935,-0.10184881771276233,0.49473684210526314,190,71,119
long_only,0.6,2.0,3.0,0.01,8,24,2,0.8,0.2,0.2,0.9024471664187534,0.8394019893094874,0.2324238076797589,-0.19574072447805488,0.5074626865671642,134,134,0
both,0.6,2.5,3.0,0.015,4,48,2,0.85,0.15,0.15,0.9021559085049993,0.8577708129329437,0.3715306451421583,-0.2288944212295014,0.5365853658536586,164,74,90
short_only,0.3,2.5,3.0,0.01,4,48,2,0.97,0.03,0.03,0.9017861621004131,0.9650104340092028,0.18719642003820924,-0.1518816292804801,0.45454545454545453,44,0,44
both,0.3,2.5,2.0,0.01,8,48,3,0.9,0.1,0.1,0.9011239093261434,0.8465508509771277,0.31024124081947524,-0.13113958060476252,0.5802469135802469,162,72,90
short_only,1.0,1.5,2.0,0.015,4,24,2,0.97,0.03,0.03,0.9010403957772298,0.9348763348364515,0.1588066399907102,-0.08059808268652631,0.5303030303030303,66,0,66
long_only,0.3,2.0,2.0,0.01,4,48,3,0.95,0.05,0.05,0.8996446885640383,0.9590608836505248,0.1628102162861904,-0.12656826302542795,0.56,50,50,0
long_only,0.6,2.0,2.5,0.015,8,48,2,0.85,0.15,0.15,0.8996280858200586,0.879480075053873,0.24408669915927028,-0.19843215328036137,0.5057471264367817,87,87,0
long_only,0.3,1.5,2.0,0.01,4,48,3,0.85,0.15,0.15,0.8992713649566957,0.8596508973530442,0.17180948589834855,-0.11224323007098677,0.5,108,108,0
long_only,0.3,2.0,2.0,0.01,4,24,2,0.85,0.15,0.15,0.8992070559154065,0.8376839750032864,0.1881339675526521,-0.14190211975927394,0.5447154471544715,123,123,0
short_only,0.6,2.0,2.0,0.015,4,48,3,0.97,0.03,0.03,0.8989663863431685,0.966291338726679,0.17726371154146525,-0.1305238809964766,0.4883720930232558,43,0,43
both,0.6,1.5,2.0,0.01,8,48,2,0.98,0.02,0.02,0.8988138702784828,0.9304312148854689,0.1670621195703279,-0.13548758281328013,0.5303030303030303,66,19,47
both,0.3,1.5,2.0,0.01,8,48,3,0.98,0.02,0.02,0.8982906189122081,0.9297990929772664,0.16747544087807942,-0.13072444629688842,0.5303030303030303,66,19,47
long_only,0.6,1.5,3.0,0.01,8,48,3,0.95,0.05,0.05,0.8976423224577652,0.9547819156129986,0.17800317843055558,-0.13821916906569512,0.46938775510204084,49,49,0
long_only,0.3,2.0,2.5,0.01,4,24,2,0.8,0.2,0.2,0.8975999897218924,0.8423055193851098,0.22184011357107547,-0.17870941961347592,0.5211267605633803,142,142,0
both,1.0,2.5,2.0,0.015,8,48,3,0.95,0.05,0.05,0.8964515166037732,0.8469013893730657,0.26060036256916197,-0.16885101922923415,0.5145631067961165,103,46,57
long_only,0.3,2.5,3.0,0.01,8,48,2,0.9,0.1,0.1,0.8964100077444369,0.8998235727368665,0.2335418780763603,-0.16056269579385418,0.5405405405405406,74,74,0
both,0.3,2.0,3.0,0.015,8,24,3,0.9,0.1,0.1,0.89633223323898,0.894969104395703,0.33045702813791045,-0.27214988062196727,0.48677248677248675,189,79,110
long_only,1.0,2.0,2.0,0.01,4,48,3,0.925,0.075,0.075,0.895781468947491,0.9336273839465209,0.16873022125888126,-0.07555491441198636,0.5806451612903226,62,62,0
short_only,0.3,2.0,2.5,0.015,8,24,3,0.925,0.075,0.075,0.8953625843845555,0.8596563947392732,0.20438492822950227,-0.15929458784055073,0.48514851485148514,101,0,101
both,0.6,1.5,3.0,0.015,8,24,3,0.9,0.1,0.1,0.8949538102979796,0.8790608980261725,0.3126010861365438,-0.2350364296584071,0.4791666666666667,192,80,112
both,0.3,1.5,3.0,0.015,8,24,3,0.9,0.1,0.1,0.8942911622892894,0.880027457879688,0.3154657306032127,-0.23893082531275942,0.4791666666666667,192,80,112
short_only,1.0,2.5,3.0,0.01,4,48,2,0.97,0.03,0.03,0.8942380531538272,0.9579126779820855,0.18532105019656808,-0.14733364273428712,0.4772727272727273,44,0,44
both,1.0,2.0,2.5,0.01,4,24,3,0.97,0.03,0.03,0.8942065729071993,0.8782618687993848,0.1770102959895512,-0.11463130733268471,0.5698924731182796,93,30,63
short_only,1.0,2.0,3.0,0.01,8,24,3,0.97,0.03,0.03,0.8939690068568322,0.9363435736221117,0.15805816711183684,-0.10224320628858888,0.5573770491803278,61,0,61
long_only,1.0,2.0,2.0,0.01,8,48,3,0.95,0.05,0.05,0.893242992231664,0.9525550635290838,0.1694980713532741,-0.11011757464667961,0.5714285714285714,49,49,0
both,0.6,1.5,2.0,0.015,4,48,3,0.95,0.05,0.05,0.8931997725541196,0.8422117026109567,0.23940536350018804,-0.16250513455038873,0.4716981132075472,106,48,58
long_only,0.3,1.5,2.0,0.015,4,48,3,0.9,0.1,0.1,0.8930788111804686,0.9023670119643968,0.20441061063017818,-0.12976731410522854,0.527027027027027,74,74,0
both,1.0,2.5,2.0,0.01,8,48,3,0.9,0.1,0.1,0.893070123988978,0.8391491491599382,0.3046238178140799,-0.13460893069672872,0.5740740740740741,162,72,90
