trade_direction,entry_atr_mult,sl_atr_mult,tp_atr_mult,min_sl,min_hold,max_hold,cooldown,long_threshold,short_threshold,signal_quantile,score,sharpe,total_ret,maxdd,win_rate,n_trades,n_long,n_short
both,1.0,1.5,2.5,0.01,4,24,2,0.97,0.03,0.03,0.586480436846477,0.5755797879319878,0.11878402182489989,-0.14129981628174207,0.52,100,32,68
long_only,1.0,1.5,2.0,0.015,8,24,3,0.85,0.15,0.15,0.5861328943844397,0.5556051242995236,0.13909201070899124,-0.197916610741532,0.48148148148148145,108,108,0
short_only,0.3,2.0,2.5,0.015,8,48,2,0.95,0.05,0.05,0.58580883810591,0.6385734164250749,0.144892978006824,-0.15296962811303189,0.47368421052631576,57,0,57
long_only,0.6,2.5,3.0,0.01,8,24,2,0.8,0.2,0.2,0.5857069444281691,0.5431661802901223,0.145632245438432,-0.2041044092107559,0.5114503816793893,131,131,0
both,1.0,2.0,2.0,0.015,8,24,2,0.925,0.075,0.075,0.5855481667706179,0.5606618356880538,0.16734716349276235,-0.10948320205337522,0.5269461077844312,167,65,102
short_only,0.6,2.0,3.0,0.015,4,48,2,0.95,0.05,0.05,0.5854404941610507,0.6395128805276695,0.1461299682875421,-0.17248134499291115,0.44642857142857145,56,0,56
short_only,1.0,2.0,3.0,0.01,4,48,3,0.98,0.02,0.02,0.5853595455047235,0.6720208617408044,0.12119184266459726,-0.13320006724196942,0.43902439024390244,41,0,41
both,0.6,2.0,3.0,0.015,4,24,2,0.925,0.075,0.075,0.5853358385681869,0.5570977734854368,0.17198863941210996,-0.1587021187529114,0.524390243902439,164,64,100
both,0.6,1.5,2.0,0.01,4,48,3,0.9,0.1,0.1,0.5853260472809187,0.5752277712444975,0.17648540392719592,-0.16507628681239983,0.5078534031413613,191,80,111
both,0.3,1.5,2.0,0.01,8,48,2,0.85,0.15,0.15,0.5847698769731429,0.5922139591454156,0.2153546014634904,-0.1641122075403822,0.4824561403508772,228,100,128
long_only,0.3,2.5,2.5,0.01,8,48,3,0.9,0.1,0.1,0.5841658182871431,0.6080588912386953,0.1467504818068004,-0.14515194449469132,0.5405405405405406,74,74,0
short_only,0.6,1.5,2.5,0.01,4,24,3,0.97,0.03,0.03,0.5840131192290031,0.6361923213206726,0.09949171288678715,-0.08760738514116126,0.5303030303030303,66,0,66
both,0.6,2.0,3.0,0.015,8,48,3,0.98,0.02,0.02,0.5836683729261727,0.6613981218179964,0.13982838721521085,-0.2436197518032458,0.42857142857142855,56,19,37
short_only,0.6,2.0,3.0,0.015,8,48,3,0.95,0.05,0.05,0.5836082181007436,0.6394345928700594,0.1458283775887521,-0.15089936324830733,0.45454545454545453,55,0,55
short_only,0.6,1.5,2.5,0.01,8,48,3,0.925,0.075,0.075,0.5835779280261839,0.5892465512264814,0.13510762433067502,-0.14460369832683592,0.4482758620689655,87,0,87
long_only,0.3,2.5,2.0,0.01,8,24,2,0.925,0.075,0.075,0.5832373542397249,0.6297491824439035,0.11647533003799238,-0.0900775289194044,0.5606060606060606,66,66,0
long_only,1.0,1.5,2.0,0.01,8,48,2,0.95,0.05,0.05,0.5828961292690995,0.6550357527731331,0.10948549390505558,-0.16258736956777356,0.5192307692307693,52,52,0
long_only,1.0,2.0,3.0,0.015,8,48,3,0.85,0.15,0.15,0.5827648813248605,0.5869655852230863,0.16361308675837405,-0.1823243271189656,0.4939759036144578,83,83,0
long_only,0.3,2.0,2.0,0.01,4,24,2,0.925,0.075,0.075,0.5825937233969927,0.6237304145839337,0.11252050439356709,-0.09316821486961384,0.5571428571428572,70,70,0
both,0.3,2.5,2.5,0.01,4,48,3,0.9,0.1,0.1,0.5825916455364769,0.5490695248604193,0.18753028061145005,-0.18188920740782483,0.5432098765432098,162,70,92
short_only,0.3,2.5,2.0,0.01,4,48,3,0.95,0.05,0.05,0.5825837395311558,0.630119104492292,0.12368793668493816,-0.1407056312261229,0.53125,64,0,64
both,1.0,1.5,3.0,0.01,8,24,2,0.9,0.1,0.1,0.5824467877123641,0.5795362412990004,0.19405599988703437,-0.17832421671433119,0.4396135265700483,207,83,124
short_only,0.6,2.0,2.0,0.015,8,24,2,0.97,0.03,0.03,0.5824353722500794,0.6385510088179461,0.10260923975792458,-0.10657146539663732,0.5238095238095238,63,0,63
long_only,0.3,2.0,3.0,0.015,4,24,3,0.9,0.1,0.1,0.5821004013982317,0.5978373121288317,0.12956094946350127,-0.20007584157918382,0.5,82,82,0
long_only,0.6,2.5,3.0,0.01,4,24,3,0.8,0.2,0.2,0.5817641156408833,0.5455067427914323,0.13721316350211543,-0.21456007247227254,0.4883720930232558,129,129,0
short_only,0.6,1.5,2.5,0.015,4,24,2,0.95,0.05,0.05,0.581587488476796,0.5997933825258843,0.121574853659844,-0.12101286473999733,0.47560975609756095,82,0,82
both,0.6,1.5,2.0,0.01,8,24,3,0.95,0.05,0.05,0.5814662115506319,0.5451912330751529,0.13445012206041485,-0.18182704946979653,0.5072463768115942,138,53,85
long_only,1.0,2.0,2.0,0.01,4,48,3,0.85,0.15,0.15,0.5812454018249276,0.5651074216401094,0.11952265058906142,-0.13685594656921332,0.5339805825242718,103,103,0
both,1.0,1.5,2.0,0.015,4,24,3,0.925,0.075,0.075,0.5811474685000466,0.5593264575355301,0.158597349496866,-0.1189429846229323,0.5059523809523809,168,66,102
short_only,0.6,2.0,2.0,0.01,4,48,3,0.98,0.02,0.02,0.5809552330746914,0.6655416814314857,0.10714547961944598,-0.11936046338835371,0.5333333333333333,45,0,45
short_only,1.0,2.5,2.0,0.015,8,48,3,0.97,0.03,0.03,0.5809459290877736,0.663475036049755,0.12370773481728392,-0.15330130530993505,0.4883720930232558,43,0,43
both,0.6,2.0,3.0,0.015,8,24,2,0.9,0.1,0.1,0.5803474657365122,0.5909245187286415,0.20784527408173203,-0.25311177016834085,0.48704663212435234,193,80,113
long_only,0.3,2.5,3.0,0.01,8,24,3,0.8,0.2,0.2,0.5797763609288665,0.5454584045988015,0.144017502442632,-0.22675329202813246,0.5,126,126,0
both,0.3,1.5,3.0,0.01,8,24,3,0.9,0.1,0.1,0.5796359220270961,0.5726190004848059,0.19022118133108945,-0.19119187551754777,0.46,200,82,118
long_only,0.3,2.0,2.0,0.01,4,48,3,0.85,0.15,0.15,0.57921551054848,0.5636639582306437,0.11770104755702526,-0.14734617814389375,0.5339805825242718,103,103,0
short_only,1.0,2.0,2.5,0.01,8,48,3,0.925,0.075,0.075,0.5792125170367485,0.5898700372194239,0.14071334874672492,-0.16856965088317963,0.4939759036144578,83,0,83
short_only,1.0,2.0,3.0,0.015,4,48,2,0.95,0.05,0.05,0.5784002540365241,0.6329363982583485,0.14453259539375996,-0.17248134499291115,0.44642857142857145,56,0,56
both,1.0,2.0,2.5,0.01,4,48,3,0.95,0.05,0.05,0.5783646029770438,0.5343380281138362,0.14532135844464755,-0.1798910081771589,0.4608695652173913,115,50,65
both,0.3,2.5,3.0,0.015,4,24,3,0.97,0.03,0.03,0.5783014853237505,0.5837138473788052,0.12513541761466307,-0.16124849871983227,0.5617977528089888,89,30,59
short_only,0.6,2.0,3.0,0.015,8,48,2,0.95,0.05,0.05,0.5780702629574794,0.6323339170205282,0.14546986769436687,-0.1557396526578095,0.44642857142857145,56,0,56
both,1.0,2.0,3.0,0.015,8,48,2,0.98,0.02,0.02,0.5776281792160933,0.6505559879854385,0.13888593690716178,-0.2367883369693593,0.42105263157894735,57,19,38
short_only,1.0,2.5,2.5,0.01,4,48,2,0.9,0.1,0.1,0.5769952496791982,0.5699370661609439,0.15006990266553744,-0.14009039604675824,0.5543478260869565,92,0,92
short_only,0.6,1.5,2.5,0.015,4,48,3,0.925,0.075,0.075,0.5769738921295172,0.5923341881734302,0.14171981473570527,-0.12663908637896548,0.4875,80,0,80
both,1.0,2.0,2.5,0.01,8,48,2,0.85,0.15,0.15,0.576835063668277,0.5721021186840224,0.22026229701593603,-0.21763730464572148,0.465,200,89,111
long_only,1.0,2.0,2.5,0.01,8,24,3,0.8,0.2,0.2,0.5766001041103569,0.5350272564608098,0.13780792042989676,-0.1724057223944661,0.5075757575757576,132,132,0
short_only,0.3,1.5,3.0,0.01,4,24,2,0.925,0.075,0.075,0.5762114372871265,0.5453381249722826,0.11869906818221132,-0.19031628401974288,0.41964285714285715,112,0,112
short_only,0.3,2.5,2.0,0.015,8,24,2,0.97,0.03,0.03,0.5761880908681326,0.631268046386612,0.10567436019162657,-0.09795070553285269,0.5555555555555556,63,0,63
long_only,0.6,2.0,2.0,0.01,8,48,3,0.85,0.15,0.15,0.5755740984760316,0.5625094375850385,0.13643255870567583,-0.14080520686608583,0.5306122448979592,98,98,0
long_only,1.0,1.5,2.5,0.015,4,48,3,0.8,0.2,0.2,0.5755322932408399,0.5448333967819827,0.14619081362310826,-0.20049264148362989,0.5046728971962616,107,107,0
both,0.3,2.5,2.5,0.01,8,48,3,0.85,0.15,0.15,0.5754421804567161,0.5509560377496647,0.21432378145383724,-0.13678535364512626,0.5191256830601093,183,80,103
both,1.0,1.5,2.5,0.01,4,48,2,0.97,0.03,0.03,0.5754415515768461,0.5916510869167689,0.12261180493822654,-0.1957879760694409,0.4457831325301205,83,30,53
short_only,1.0,2.0,3.0,0.015,8,48,2,0.9,0.1,0.1,0.5746141142740987,0.5802868948421087,0.15818602977971286,-0.18642487116812614,0.5421686746987951,83,0,83
long_only,0.6,2.0,3.0,0.015,4,24,2,0.9,0.1,0.1,0.5744303389516765,0.5879620998883378,0.12814601877463172,-0.20145474956132445,0.5357142857142857,84,84,0
both,0.3,2.0,2.5,0.01,8,48,2,0.85,0.15,0.15,0.5744020444694448,0.5655105535985205,0.21679194736430407,-0.20791776341421442,0.465,200,89,111
short_only,0.3,1.5,2.5,0.015,8,48,3,0.95,0.05,0.05,0.5739742354154573,0.6268044798566828,0.13347749476967752,-0.12358484187680338,0.4576271186440678,59,0,59
short_only,0.6,2.5,2.5,0.015,8,24,3,0.97,0.03,0.03,0.5738563917511373,0.6330664765419952,0.10827211720561469,-0.09342052377634828,0.55,60,0,60
long_only,1.0,2.0,3.0,0.015,8,24,2,0.9,0.1,0.1,0.5736310293769865,0.5861172172353143,0.13460953549091714,-0.1965880284917413,0.5301204819277109,83,83,0
short_only,0.6,2.5,3.0,0.015,4,24,3,0.925,0.075,0.075,0.5734658725121106,0.5598137383031389,0.13287319163884748,-0.19227306083289578,0.5151515151515151,99,0,99
short_only,1.0,1.5,2.5,0.01,8,48,3,0.95,0.05,0.05,0.5732483840395679,0.6106860326647034,0.12932824863642423,-0.11104573785642666,0.4492753623188406,69,0,69
short_only,0.6,2.0,3.0,0.01,8,48,2,0.9,0.1,0.1,0.5730848884921222,0.5703839191489233,0.1523399753602399,-0.16515791191237156,0.5168539325842697,89,0,89
long_only,1.0,2.5,3.0,0.015,8,24,3,0.925,0.075,0.075,0.5728445687163963,0.6245583724903606,0.12102734369644219,-0.11105602657156878,0.5806451612903226,62,62,0
short_only,0.6,2.5,3.0,0.015,8,24,3,0.925,0.075,0.075,0.5728269195765174,0.559209689903591,0.13275889544941566,-0.19229875415565525,0.5151515151515151,99,0,99
short_only,0.3,2.5,2.0,0.01,4,48,3,0.98,0.02,0.02,0.5721951695986782,0.6624828468321071,0.105057218244762,-0.1358303484552214,0.5476190476190477,42,0,42
long_only,1.0,2.0,2.5,0.015,8,24,3,0.925,0.075,0.075,0.5721059085355421,0.6199784701492939,0.12262327654693106,-0.12026302796375045,0.5625,64,64,0
long_only,0.3,2.0,3.0,0.015,8,48,3,0.85,0.15,0.15,0.572038650767293,0.5773374926211862,0.1595520302549669,-0.17492357273866352,0.5060240963855421,83,83,0
both,0.3,2.5,2.0,0.01,4,24,2,0.925,0.075,0.075,0.5718401178169377,0.5575909381638378,0.16227479404651834,-0.16033692883756834,0.5333333333333333,180,70,110
short_only,1.0,1.5,3.0,0.015,4,24,3,0.95,0.05,0.05,0.5717474300618464,0.5967915509516437,0.12103679405985779,-0.11979605932522325,0.5128205128205128,78,0,78
long_only,0.6,2.5,2.5,0.01,4,48,2,0.85,0.15,0.15,0.5716204466000667,0.5608024949292131,0.13451328434371268,-0.19122567068256557,0.5360824742268041,97,97,0
long_only,1.0,2.5,3.0,0.015,8,24,3,0.85,0.15,0.15,0.5716138588290813,0.5438437426730623,0.1410322307389622,-0.1992451632201531,0.4811320754716981,106,106,0
both,0.6,2.5,2.5,0.01,8,24,2,0.97,0.03,0.03,0.5710875024696983,0.5715997756628023,0.1144258590856797,-0.1616988998308713,0.5531914893617021,94,29,65
short_only,1.0,2.0,3.0,0.015,8,48,2,0.95,0.05,0.05,0.5710759239201926,0.6258043488943164,0.14387341478943827,-0.1557396526578095,0.44642857142857145,56,0,56
short_only,1.0,1.5,2.5,0.01,4,24,3,0.97,0.03,0.03,0.5709458210580367,0.6238666068296903,0.09733529978017463,-0.08551951204351338,0.5303030303030303,66,0,66
short_only,1.0,2.0,2.5,0.015,8,24,2,0.98,0.02,0.02,0.5708686039831335,0.6452102305665156,0.09804858332657673,-0.11819528124234367,0.49056603773584906,53,0,53
long_only,1.0,1.5,3.0,0.015,4,24,3,0.95,0.05,0.05,0.5707197197888614,0.6458656604211599,0.10547818663459019,-0.12175636508889187,0.5294117647058824,51,51,0
both,0.6,2.5,2.5,0.01,4,24,3,0.97,0.03,0.03,0.5706400793165118,0.5749454444738152,0.11302175150912164,-0.1513255622545534,0.5760869565217391,92,30,62
long_only,1.0,2.0,2.5,0.01,8,48,3,0.8,0.2,0.2,0.5705747321242944,0.5291403141013359,0.14215469458027985,-0.1358723447175756,0.5350877192982456,114,114,0
long_only,1.0,2.0,2.0,0.01,8,48,3,0.8,0.2,0.2,0.5705420915991598,0.5201337902455104,0.13869126893005612,-0.15261850815788344,0.5666666666666667,120,120,0
short_only,0.6,1.5,2.0,0.015,8,48,3,0.97,0.03,0.03,0.5704657568659135,0.6518670281255858,0.11171685479960591,-0.1422621963515707,0.45652173913043476,46,0,46
long_only,0.6,2.5,3.0,0.015,4,24,3,0.85,0.15,0.15,0.5703669626140447,0.5448841022070753,0.1342333852392501,-0.20383359865741071,0.4953271028037383,107,107,0
short_only,1.0,2.5,3.0,0.01,4,24,3,0.97,0.03,0.03,0.5702657517325396,0.6294374072529277,0.1034270646729134,-0.10888115852476983,0.5245901639344263,61,0,61
short_only,0.3,1.5,3.0,0.01,8,24,2,0.97,0.03,0.03,0.570260925256671,0.6237223734985682,0.10553117035737292,-0.11277815240613051,0.53125,64,0,64
both,0.6,1.5,2.0,0.01,4,48,2,0.97,0.03,0.03,0.5701140979062392,0.5794663301932342,0.1128789945689661,-0.1641014084286844,0.4943820224719101,89,31,58
long_only,0.3,2.5,2.0,0.01,4,48,3,0.8,0.2,0.2,0.569811063009812,0.5238288118086873,0.12654559697368328,-0.15418362745421482,0.5785123966942148,121,121,0
long_only,0.6,2.0,3.0,0.01,8,24,3,0.85,0.15,0.15,0.5696616424673734,0.5401355671850413,0.13578145713591394,-0.20001794034051126,0.46296296296296297,108,108,0
long_only,0.6,1.5,2.0,0.015,8,24,2,0.8,0.2,0.2,0.5691867855951964,0.5339506501297385,0.14179755095655544,-0.21361485313397915,0.5338345864661654,133,133,0
both,0.3,1.5,2.5,0.015,8,48,2,0.98,0.02,0.02,0.5690215258364394,0.6286243391414413,0.12792889945224628,-0.21012845955863532,0.423728813559322,59,19,40
both,0.6,2.5,2.5,0.01,4,48,3,0.85,0.15,0.15,0.5690184104639094,0.5512127194411733,0.20310089242232543,-0.12713485605318273,0.5238095238095238,189,81,108
both,0.3,2.0,3.0,0.015,8,24,2,0.97,0.03,0.03,0.5687370253403277,0.574063348815707,0.12015398650178377,-0.17944284134715327,0.5444444444444444,90,29,61
short_only,0.3,2.5,2.5,0.015,8,24,2,0.925,0.075,0.075,0.5685946131881506,0.5529638965501682,0.12847355649226833,-0.18650191699273597,0.504950495049505,101,0,101
both,0.3,2.5,2.0,0.015,4,48,3,0.8,0.2,0.2,0.568375486880037,0.5677702116833653,0.22920675904433763,-0.2422394604424801,0.5602094240837696,191,88,103
long_only,0.6,2.5,3.0,0.015,8,24,3,0.9,0.1,0.1,0.5681764014213788,0.5908571523811434,0.13359048916704563,-0.2097698340633562,0.525,80,80,0
long_only,0.6,2.0,3.0,0.01,4,48,3,0.85,0.15,0.15,0.5678268987087461,0.56441881069024,0.1320751143829284,-0.1636969613673626,0.45161290322580644,93,93,0
both,0.6,2.5,2.5,0.015,8,48,3,0.97,0.03,0.03,0.5674466581201781,0.5997869273083342,0.14635627158850806,-0.18541070035969762,0.5072463768115942,69,28,41
both,0.3,2.0,3.0,0.01,4,48,2,0.8,0.2,0.2,0.5670377277226716,0.5901928939903173,0.23656676020865186,-0.2482137248327436,0.4864864864864865,222,102,120
both,1.0,2.0,3.0,0.015,4,24,3,0.9,0.1,0.1,0.566928901396571,0.5836150365474339,0.19863550265179364,-0.26128143291187556,0.48704663212435234,193,81,112
short_only,1.0,1.5,2.0,0.01,8,48,3,0.925,0.075,0.075,0.5669002670659276,0.5682250784447401,0.12224879408393319,-0.1306473277371728,0.4782608695652174,92,0,92
both,0.3,1.5,2.0,0.01,8,48,3,0.85,0.15,0.15,0.5668049852750113,0.5719653834666929,0.2026062254375045,-0.19991852931628007,0.497737556561086,221,92,129
long_only,1.0,2.5,2.0,0.015,8,24,2,0.85,0.15,0.15,0.5662012248097578,0.5390230056963322,0.13760122138725905,-0.2091416157297752,0.4954128440366973,109,109,0
long_only,0.6,2.5,2.0,0.015,8,24,3,0.8,0.2,0.2,0.5659797076482893,0.5241117740685329,0.145699354617413,-0.21548898272651826,0.532258064516129,124,124,0
short_only,1.0,2.0,2.5,0.01,8,24,2,0.98,0.02,0.02,0.5657241942700195,0.6386004322213779,0.09266559504910754,-0.10290913809924532,0.4909090909090909,55,0,55
long_only,0.6,1.5,2.5,0.015,8,24,2,0.925,0.075,0.075,0.5656397589352349,0.6129076311377777,0.11929674931450829,-0.10234122657290366,0.5538461538461539,65,65,0
long_only,0.3,2.5,3.0,0.015,8,24,2,0.925,0.075,0.075,0.5654688399699866,0.6175741911790505,0.11980326487088111,-0.11835019482306369,0.5483870967741935,62,62,0
both,0.3,1.5,2.0,0.015,8,24,3,0.925,0.075,0.075,0.5650197752459677,0.5407407240078462,0.15714593025231793,-0.14453607493279705,0.5060975609756098,164,64,100
short_only,0.6,1.5,2.5,0.015,4,48,3,0.97,0.03,0.03,0.5649016426690754,0.6445136809658757,0.11719496895662207,-0.14234806513202186,0.43478260869565216,46,0,46
short_only,1.0,2.0,2.5,0.01,8,24,3,0.98,0.02,0.02,0.5642187733463291,0.6393164312500734,0.0910828191397941,-0.1008108936883052,0.5,54,0,54
short_only,0.6,2.0,2.5,0.015,8,48,3,0.925,0.075,0.075,0.5638236951679689,0.584572642994577,0.14609577455607625,-0.15482854992193018,0.5,76,0,76
both,0.3,1.5,2.0,0.015,4,48,3,0.97,0.03,0.03,0.5629576572392848,0.5883672787183767,0.1304983696533648,-0.1675139979090966,0.4605263157894737,76,29,47
long_only,0.6,2.5,2.5,0.01,8,48,3,0.9,0.1,0.1,0.5629449018785269,0.5884852948898004,0.14110947227576243,-0.14924872276807957,0.527027027027027,74,74,0
both,0.3,2.0,2.5,0.01,4,48,3,0.925,0.075,0.075,0.5626949881208135,0.5256390869661951,0.1620878196512867,-0.15100452532472763,0.49324324324324326,148,60,88
long_only,1.0,1.5,3.0,0.01,4,48,3,0.95,0.05,0.05,0.5625794432136726,0.6363273788969223,0.10966124618138351,-0.178253915963526,0.43137254901960786,51,51,0
long_only,1.0,2.5,2.0,0.01,4,48,2,0.85,0.15,0.15,0.5624105595210627,0.5463970920462842,0.12437053033171641,-0.15278116892714047,0.5784313725490197,102,102,0
long_only,1.0,2.0,3.0,0.01,8,24,2,0.9,0.1,0.1,0.5619416688950966,0.5733626268004174,0.1272365601684895,-0.14994070456230346,0.5176470588235295,85,85,0
long_only,0.6,2.0,3.0,0.01,4,24,3,0.9,0.1,0.1,0.5616584720724644,0.5787064412522891,0.11482708083730442,-0.14049059762772068,0.4880952380952381,84,84,0
long_only,1.0,1.5,2.0,0.015,8,24,2,0.8,0.2,0.2,0.5612851318230649,0.5287267707536175,0.1395880225041548,-0.2176625949130443,0.518796992481203,133,133,0
short_only,0.6,1.5,2.0,0.01,4,24,2,0.85,0.15,0.15,0.5612814194032986,0.5481987613702236,0.13334792001968743,-0.1635730779424903,0.49411764705882355,170,0,170
long_only,0.3,2.0,3.0,0.015,8,24,3,0.85,0.15,0.15,0.5612346707662642,0.5393600479223795,0.13838999306811672,-0.21355413708880452,0.4766355140186916,107,107,0
both,0.6,1.5,2.0,0.01,8,48,3,0.85,0.15,0.15,0.5610871581541179,0.5666398142565483,0.20083595896760897,-0.19479272328294905,0.497737556561086,221,92,129
both,0.6,2.5,3.0,0.01,4,48,2,0.8,0.2,0.2,0.5610546312026338,0.6337137076836774,0.26302486683339876,-0.3704138309937715,0.5094339622641509,212,95,117
both,0.6,1.5,3.0,0.01,4,48,3,0.8,0.2,0.2,0.5609274583773606,0.6296273533704604,0.2371607179044346,-0.32094768242392085,0.43829787234042555,235,105,130
short_only,0.3,2.0,2.0,0.015,8,24,2,0.97,0.03,0.03,0.5606983150027979,0.6180039200653562,0.099123163671756,-0.10860517290310846,0.5555555555555556,63,0,63
both,0.6,1.5,3.0,0.015,4,48,3,0.98,0.02,0.02,0.5606598168489801,0.6276056943870518,0.1304677994111072,-0.2230536716305616,0.39655172413793105,58,19,39
short_only,0.3,2.0,2.0,0.01,8,48,2,0.95,0.05,0.05,0.5606577504096383,0.5976812400570101,0.12005874251325421,-0.13045831387541085,0.5211267605633803,71,0,71
long_only,1.0,2.0,3.0,0.015,8,24,2,0.95,0.05,0.05,0.5605783996988455,0.637150120430518,0.10619493767396282,-0.11507930088306301,0.54,50,50,0
short_only,0.6,2.0,2.0,0.01,4,48,2,0.98,0.02,0.02,0.5605495084974788,0.6459745778005257,0.10464969014395109,-0.11936046338835371,0.5333333333333333,45,0,45
long_only,0.3,2.5,2.5,0.01,4,48,3,0.8,0.2,0.2,0.5603325559292859,0.5199228708847528,0.13317103406694586,-0.17518881234007297,0.5304347826086957,115,115,0
both,1.0,1.5,2.5,0.01,8,24,3,0.97,0.03,0.03,0.560190231753009,0.5614572689851748,0.11212431275576984,-0.1483644705948164,0.5425531914893617,94,30,64
both,1.0,1.5,2.5,0.015,8,48,2,0.98,0.02,0.02,0.560111910982949,0.6211992705672547,0.12513011591183698,-0.2113466610863234,0.4067796610169492,59,19,40
short_only,0.6,2.0,2.5,0.015,4,48,3,0.925,0.075,0.075,0.5600926832046401,0.5801679694955172,0.14268884057960296,-0.15481525000537674,0.5064935064935064,77,0,77
long_only,0.3,2.5,3.0,0.015,4,24,3,0.85,0.15,0.15,0.5599303096934581,0.5375295775557304,0.1321626072708717,-0.2087349615910035,0.48598130841121495,107,107,0
long_only,0.3,2.0,3.0,0.015,8,24,3,0.95,0.05,0.05,0.5596910183460665,0.6359621366835999,0.10709169003567598,-0.11036155685997354,0.54,50,50,0
both,1.0,2.5,2.5,0.01,4,24,3,0.97,0.03,0.03,0.5590303608768935,0.5640949486005014,0.11071757151157602,-0.15159917843232934,0.5760869565217391,92,30,62
short_only,0.3,2.5,3.0,0.01,8,24,3,0.95,0.05,0.05,0.558714447164686,0.5823668982640895,0.12017649325683233,-0.12218302177302211,0.5316455696202531,79,0,79
short_only,0.3,2.5,2.5,0.015,4,48,2,0.97,0.03,0.03,0.5584904596308805,0.6429314268244792,0.12293309802838981,-0.15682136797519305,0.40476190476190477,42,0,42
short_only,0.3,2.0,2.0,0.015,4,24,2,0.97,0.03,0.03,0.558372080458805,0.6147060197102847,0.10196690674866238,-0.10794529099663261,0.5555555555555556,63,0,63
both,1.0,2.5,3.0,0.01,8,48,2,0.85,0.15,0.15,0.5582645495950959,0.5327281214538478,0.209854168193921,-0.20316999487128726,0.48314606741573035,178,81,97
long_only,0.3,2.0,2.5,0.01,8,24,3,0.925,0.075,0.075,0.558147482322587,0.6030695714330904,0.11623825404932364,-0.07531303223054428,0.5223880597014925,67,67,0
both,0.6,1.5,3.0,0.01,4,48,2,0.85,0.15,0.15,0.5576473678067082,0.5562595485816507,0.19676281399287432,-0.1404640631115065,0.42857142857142855,210,90,120
short_only,1.0,1.5,2.5,0.015,4,24,2,0.95,0.05,0.05,0.5575449157067787,0.5776202601926054,0.11576653109999957,-0.12101286473999733,0.47560975609756095,82,0,82
long_only,0.3,2.0,3.0,0.01,8,24,2,0.95,0.05,0.05,0.5575420026186377,0.6290671409790246,0.10633373221207831,-0.12341228253434375,0.5471698113207547,53,53,0
short_only,1.0,2.0,2.5,0.015,4,24,3,0.97,0.03,0.03,0.5573841869899674,0.6185260026683731,0.10253214281888523,-0.10181451932511865,0.5166666666666667,60,0,60
both,0.6,2.0,3.0,0.01,4,24,2,0.97,0.03,0.03,0.557275343547559,0.5508102637932758,0.12054385240866661,-0.1343453890568456,0.5360824742268041,97,32,65
short_only,1.0,2.0,3.0,0.015,8,48,3,0.95,0.05,0.05,0.5571745820373135,0.6147528256263981,0.13985632257935698,-0.14935190046224497,0.45454545454545453,55,0,55
short_only,1.0,1.5,3.0,0.015,4,48,2,0.925,0.075,0.075,0.5569695974117783,0.582139464968123,0.13676095042737035,-0.12153440388008879,0.4533333333333333,75,0,75
both,0.3,1.5,3.0,0.01,4,24,3,0.97,0.03,0.03,0.5568921805423922,0.5546379488874963,0.11269571865870365,-0.14684228567367694,0.5416666666666666,96,31,65
long_only,0.6,2.0,3.0,0.015,8,24,3,0.85,0.15,0.15,0.5565991290804906,0.5327738249601154,0.1367679543056013,-0.20868053508305298,0.4953271028037383,107,107,0
long_only,0.6,1.5,2.5,0.015,8,48,3,0.8,0.2,0.2,0.5564131500763353,0.527571061824882,0.14468678057977313,-0.19634949400237692,0.5,106,106,0
both,0.6,2.0,2.0,0.015,8,48,3,0.8,0.2,0.2,0.5563672593289347,0.5736399219218162,0.2309348014062529,-0.27293477510708,0.5230769230769231,195,87,108
long_only,0.6,2.0,3.0,0.01,8,24,3,0.925,0.075,0.075,0.5562707111244244,0.6050484236214856,0.11463377990675072,-0.08906969436795832,0.5384615384615384,65,65,0
long_only,0.3,2.0,2.0,0.01,4,24,3,0.8,0.2,0.2,0.5562072137153362,0.5237903612138092,0.1242906639595327,-0.16595312856767838,0.539568345323741,139,139,0
short_only,0.6,2.0,3.0,0.01,4,48,3,0.97,0.03,0.03,0.5555534875823033,0.6329605824475194,0.11886356934196174,-0.16481850199266418,0.425531914893617,47,0,47
long_only,0.3,2.5,3.0,0.01,4,24,3,0.8,0.2,0.2,0.55537937686164,0.5265293127845064,0.13288350012299333,-0.2267532920281364,0.5038759689922481,129,129,0
both,0.6,2.0,2.5,0.01,8,24,3,0.97,0.03,0.03,0.5553508994282846,0.5621978804689562,0.11036790512895411,-0.13496953037014328,0.5604395604395604,91,29,62
short_only,0.3,1.5,3.0,0.015,4,48,2,0.95,0.05,0.05,0.5552970226825193,0.6086834762623934,0.13165792268134902,-0.12465396813018963,0.423728813559322,59,0,59
short_only,1.0,2.5,2.0,0.015,8,24,2,0.97,0.03,0.03,0.5549965301057841,0.6113160264507885,0.10200936402128669,-0.09449318775553305,0.5396825396825397,63,0,63
both,1.0,1.5,2.0,0.01,4,48,3,0.95,0.05,0.05,0.5549825440146137,0.5155219697056074,0.12172376245116245,-0.176736956825999,0.4921875,128,54,74
both,0.6,2.5,3.0,0.01,4,48,2,0.85,0.15,0.15,0.5548573731454193,0.5324845039334002,0.20114336832169544,-0.15706508285474857,0.5054945054945055,182,81,101
