entry_atr_mult,sl_atr_mult,tp_atr_mult,min_hold,max_hold,cooldown,min_sl,long_threshold,short_threshold,signal_threshold,ret,sharpe,maxdd,active_bars
0.6,1.5,3.0,12,24,3,0.01,0.7,0.3,0.2,0.36654914920560877,0.4618487425963307,-0.18635792114376162,4506
0.0,1.5,3.0,12,24,3,0.01,0.7,0.3,0.2,0.37177639843751176,0.45658366507696885,-0.20373177896951658,4506
0.3,1.5,3.0,12,24,3,0.01,0.7,0.3,0.2,0.3423158829221016,0.4319647960487706,-0.21270369739156553,4506
0.0,1.5,3.0,12,24,3,0.01,0.6,0.4,0.1,0.6657740076634984,0.4314613485791362,-0.29337107538869867,16308
0.0,1.5,3.0,12,24,3,0.01,0.55,0.45,0.05,0.6657740076634984,0.4314613485791362,-0.29337107538869867,16308
0.0,1.5,3.0,12,24,3,0.01,0.65,0.35,0.15,0.6657740076634984,0.4314613485791362,-0.29337107538869867,16308
0.3,1.5,3.0,12,24,3,0.01,0.6,0.4,0.1,0.6166483758006365,0.4101370828373731,-0.29038001076391934,16308
0.3,1.5,3.0,12,24,3,0.01,0.65,0.35,0.15,0.6166483758006365,0.4101370828373731,-0.29038001076391934,16308
0.3,1.5,3.0,12,24,3,0.01,0.55,0.45,0.05,0.6166483758006365,0.4101370828373731,-0.29038001076391934,16308
0.0,1.5,2.0,12,24,3,0.01,0.7,0.3,0.2,0.2377618779831996,0.31284631151761705,-0.1992595112776757,4337
0.6,1.5,3.0,12,24,3,0.01,0.6,0.4,0.1,0.36541614221592855,0.26683472346964204,-0.3262663831782986,16308
0.6,1.5,3.0,12,24,3,0.01,0.55,0.45,0.05,0.36541614221592855,0.26683472346964204,-0.3262663831782986,16308
0.6,1.5,3.0,12,24,3,0.01,0.65,0.35,0.15,0.36541614221592855,0.26683472346964204,-0.3262663831782986,16308
0.3,1.5,2.0,12,24,3,0.01,0.7,0.3,0.2,0.17113149506195002,0.2360658852235336,-0.20142316188483927,4337
0.6,1.5,2.0,12,24,3,0.01,0.7,0.3,0.2,0.15739206989012122,0.2195950403177967,-0.18746358283622958,4337
0.0,1.5,2.0,12,48,3,0.01,0.6,0.4,0.1,0.28364768075491087,0.20828856061567622,-0.44589105307842697,16907
0.0,1.5,2.0,12,48,3,0.01,0.65,0.35,0.15,0.28364768075491087,0.20828856061567622,-0.44589105307842697,16907
0.0,1.5,2.0,12,48,3,0.01,0.55,0.45,0.05,0.28364768075491087,0.20828856061567622,-0.44589105307842697,16907
0.3,1.5,2.0,12,48,3,0.01,0.65,0.35,0.15,0.15200079291267432,0.11958197584123062,-0.4504421700218726,16907
0.3,1.5,2.0,12,48,3,0.01,0.6,0.4,0.1,0.15200079291267432,0.11958197584123062,-0.4504421700218726,16907
0.3,1.5,2.0,12,48,3,0.01,0.55,0.45,0.05,0.15200079291267432,0.11958197584123062,-0.4504421700218726,16907
0.0,1.5,3.0,12,48,3,0.01,0.7,0.3,0.2,0.0028471058265091553,0.004124619617396326,-0.20832365884640583,4987
0.6,1.5,2.0,12,48,3,0.01,0.65,0.35,0.15,-0.001899401074256346,-0.0016142819452350705,-0.44864488049568096,16907
0.6,1.5,2.0,12,48,3,0.01,0.55,0.45,0.05,-0.001899401074256346,-0.0016142819452350705,-0.44864488049568096,16907
0.6,1.5,2.0,12,48,3,0.01,0.6,0.4,0.1,-0.001899401074256346,-0.0016142819452350705,-0.44864488049568096,16907
0.0,1.5,3.0,12,48,3,0.01,0.6,0.4,0.1,-0.003043531429099411,-0.002578712461266763,-0.4504046440753785,17368
0.0,1.5,3.0,12,48,3,0.01,0.55,0.45,0.05,-0.003043531429099411,-0.002578712461266763,-0.4504046440753785,17368
0.0,1.5,3.0,12,48,3,0.01,0.65,0.35,0.15,-0.003043531429099411,-0.002578712461266763,-0.4504046440753785,17368
0.3,2.5,2.0,4,48,3,0.01,0.7,0.3,0.2,-0.006716291844614641,-0.011165423593632956,-0.3072543245246878,4842
0.0,2.5,2.0,4,48,3,0.01,0.7,0.3,0.2,-0.01582672019792286,-0.02582817672689127,-0.3527379027020328,4842
0.0,1.5,2.0,12,48,3,0.01,0.7,0.3,0.2,-0.02002714180664067,-0.029450262688141063,-0.27299890507568836,4636
0.6,2.5,2.0,4,48,3,0.01,0.7,0.3,0.2,-0.03371969116611173,-0.057243609045882424,-0.293313914691034,4842
0.3,2.5,3.0,12,48,3,0.01,0.7,0.3,0.2,-0.03993429421282957,-0.059636700240509516,-0.25846458510099835,5175
0.0,2.5,3.0,12,48,3,0.01,0.7,0.3,0.2,-0.042364761838308285,-0.0625017747431152,-0.2702457634972185,5175
0.3,1.5,3.0,12,48,3,0.01,0.55,0.45,0.05,-0.07458814286285664,-0.06633791104012797,-0.4655219914512404,17368
0.3,1.5,3.0,12,48,3,0.01,0.6,0.4,0.1,-0.07458814286285664,-0.06633791104012797,-0.4655219914512404,17368
0.3,1.5,3.0,12,48,3,0.01,0.65,0.35,0.15,-0.07458814286285664,-0.06633791104012797,-0.4655219914512404,17368
0.3,1.5,3.0,12,48,3,0.01,0.7,0.3,0.2,-0.05175166224011951,-0.0784626977420447,-0.23271818483387713,4987
0.3,1.5,2.0,12,48,3,0.01,0.7,0.3,0.2,-0.05351308168852009,-0.081570869427876,-0.25649865292954493,4636
0.6,1.5,2.0,12,48,3,0.01,0.7,0.3,0.2,-0.053720615780542214,-0.08237503946525382,-0.23968254030319722,4636
0.6,2.5,3.0,4,48,3,0.01,0.7,0.3,0.2,-0.05578874534810241,-0.09152021862153659,-0.2675628561500219,5126
0.3,2.5,3.0,4,48,3,0.01,0.7,0.3,0.2,-0.0563318969118245,-0.09189993944876214,-0.2773295088711122,5126
0.6,1.5,3.0,12,48,3,0.01,0.6,0.4,0.1,-0.10539297311714502,-0.0957226677874226,-0.4621368506320902,17368
0.6,1.5,3.0,12,48,3,0.01,0.65,0.35,0.15,-0.10539297311714502,-0.0957226677874226,-0.4621368506320902,17368
0.6,1.5,3.0,12,48,3,0.01,0.55,0.45,0.05,-0.10539297311714502,-0.0957226677874226,-0.4621368506320902,17368
0.6,2.5,3.0,12,48,3,0.01,0.7,0.3,0.2,-0.07309108842462253,-0.11199066527246229,-0.25833778795842577,5175
0.0,2.5,3.0,4,48,3,0.01,0.7,0.3,0.2,-0.07902805046055006,-0.12858626036339696,-0.26984810153854527,5126
0.6,1.5,3.0,12,48,3,0.01,0.7,0.3,0.2,-0.0857639091217729,-0.13325907083961708,-0.22984829456141764,4987
0.0,2.5,3.0,12,24,3,0.01,0.7,0.3,0.2,-0.11516147917504371,-0.18056219865818118,-0.2940247617711561,4599
0.3,1.5,2.0,12,24,3,0.01,0.65,0.35,0.15,-0.20374608053977616,-0.19367737692623394,-0.41954297819883524,16138
